time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,angle_sp_roll,angle_sp_pitch,angle_err_roll,angle_err_pitch,angle_i_roll,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
229589,9,0.02,0.20,0.00,0.009,-0.075,0.996,-4.46,2.76,0.00,0.00,4.46,-2.76,0.00,15.61,-9.65,15.59,-9.85,0.00,0.61,-0.46,-0.37,1000,1000,1000,1000,1025,1500,1507,11070,809
229601,9,0.08,0.08,-0.05,0.005,-0.076,0.991,-4.47,2.69,0.00,0.00,4.47,-2.69,0.00,15.65,-9.42,15.58,-9.50,0.00,0.59,-0.40,1.00,1000,1000,1000,1000,1024,1509,1498,11075,809
229612,9,-0.04,0.03,0.00,0.009,-0.076,0.998,-4.47,2.76,0.00,0.00,4.47,-2.76,0.00,15.66,-9.67,15.70,-9.70,0.00,0.65,-0.39,-0.27,1000,1000,1000,1000,1024,1509,1498,11075,809
229624,9,0.07,0.03,0.00,0.011,-0.072,0.996,-4.44,2.80,0.00,0.00,4.44,-2.80,0.00,15.53,-9.79,15.45,-9.81,0.00,0.58,-0.39,-0.17,1000,1000,1000,1000,1024,1509,1498,11075,809
229636,9,-0.04,-0.09,-0.06,0.005,-0.075,0.999,-4.46,2.69,0.00,0.00,4.46,-2.69,0.00,15.63,-9.43,15.67,-9.34,0.00,0.63,-0.33,0.87,1000,1000,1000,1000,1024,1509,1498,11070,809
229649,9,-0.04,0.08,-0.00,0.009,-0.075,0.993,-4.38,2.70,0.00,0.00,4.38,-2.70,0.00,15.34,-9.46,15.38,-9.55,0.00,0.62,-0.42,-0.49,1100,1100,1100,1100,1023,1509,1498,11075,809
229661,9,0.02,0.03,-0.00,0.007,-0.075,0.999,-4.37,2.67,0.00,0.00,4.37,-2.67,0.00,15.31,-9.36,15.29,-9.38,0.00,0.60,-0.39,-0.27,1100,1100,1100,1100,1024,1509,1498,11070,809
229672,9,-0.10,-0.03,-0.11,0.014,-0.069,0.995,-4.30,2.79,0.00,0.00,4.30,-2.79,0.00,15.05,-9.75,15.15,-9.72,0.00,0.64,-0.38,1.83,1100,1100,1100,1100,1024,1509,1498,11070,809
229684,9,-0.03,-0.03,-0.12,0.009,-0.072,1.000,-4.35,2.80,0.00,0.00,4.35,-2.80,0.00,15.21,-9.79,15.25,-9.76,0.00,0.62,-0.38,1.23,1100,1100,1100,1100,1023,1509,1499,11062,809
229696,9,0.08,-0.09,0.12,0.014,-0.077,0.993,-4.50,2.89,0.00,0.00,4.50,-2.89,0.00,15.76,-10.12,15.68,-10.03,0.00,0.60,-0.38,-2.98,1100,1100,1100,1100,1023,1509,1499,11058,809
229709,9,-0.09,-0.04,0.07,0.013,-0.072,0.992,-4.51,2.87,0.00,0.00,4.51,-2.87,0.00,15.79,-10.04,15.89,-10.01,0.00,0.68,-0.41,-0.70,1100,1100,1100,1100,1024,1509,1498,11062,809
229721,9,-0.09,0.14,-0.12,0.012,-0.072,0.997,-4.45,2.82,0.00,0.00,4.45,-2.82,0.00,15.59,-9.88,15.68,-10.02,0.00,0.67,-0.47,2.28,1100,1100,1100,1100,1024,1508,1499,11058,809
229732,9,0.02,0.08,-0.00,0.013,-0.074,0.997,-4.39,2.81,0.00,0.00,4.39,-2.81,0.00,15.36,-9.85,15.34,-9.93,0.00,0.60,-0.43,-0.65,1100,1100,1100,1100,1024,1508,1499,11062,809
229744,9,-0.10,0.08,0.12,0.009,-0.073,0.998,-4.30,2.78,0.00,0.00,4.30,-2.78,0.00,15.04,-9.73,15.14,-9.80,0.00,0.63,-0.43,-2.10,1100,1100,1100,1100,1024,1508,1499,11062,809
229756,9,-0.10,0.02,0.01,0.010,-0.076,0.999,-4.40,2.74,0.00,0.00,4.40,-2.74,0.00,15.42,-9.60,15.51,-9.62,0.00,0.65,-0.39,0.85,1100,1100,1100,1100,1024,1508,1499,11062,809
229769,9,0.02,0.14,-0.29,0.008,-0.079,0.998,-4.48,2.71,0.00,0.00,4.48,-2.71,0.00,15.69,-9.48,15.67,-9.61,0.00,0.62,-0.43,5.15,1100,1100,1100,1100,1023,1508,1499,11054,809
229781,9,-0.43,-0.14,0.07,0.003,-0.054,1.013,-4.37,2.67,0.00,0.00,4.37,-2.67,0.00,15.29,-9.33,15.72,-9.19,0.00,0.81,-0.28,-1.07,1100,1100,1100,1100,1024,1508,1499,11050,809
229792,9,-0.14,0.66,-0.29,0.017,-0.102,0.991,-4.76,2.71,0.00,0.00,4.76,-2.71,0.00,16.67,-9.49,16.81,-10.15,0.00,0.75,-0.67,5.95,1100,1100,1100,1100,1024,1508,1499,11054,809
229804,9,0.52,0.68,-0.03,-0.009,-0.081,1.004,-4.33,2.53,0.00,0.00,4.33,-2.53,0.00,15.14,-8.87,14.63,-9.55,0.00,0.34,-0.72,-2.72,1100,1100,1100,1100,1024,1508,1499,11050,809
229816,9,-0.47,-0.26,0.65,0.028,-0.031,0.987,-3.97,3.12,0.00,0.00,3.97,-3.12,0.00,13.89,-10.90,14.37,-10.64,0.00,0.75,-0.35,-13.75,1100,1100,1100,1100,1024,1508,1499,11050,809
229829,9,-0.28,0.45,0.03,-0.008,-0.097,1.002,-4.89,2.79,0.00,0.00,4.89,-2.79,0.00,17.10,-9.75,17.38,-10.20,0.00,0.84,-0.53,2.00,1100,1100,1100,1100,1023,1508,1499,11033,809
229841,9,0.67,1.13,-0.40,-0.012,-0.083,1.038,-4.73,2.46,0.00,0.00,4.73,-2.46,0.00,16.54,-8.62,15.87,-9.75,0.00,0.33,-0.68,8.27,1100,1100,1100,1100,1024,1509,1498,11025,809
229852,9,0.42,1.67,0.29,-0.027,-0.106,1.039,-5.05,2.27,0.00,0.00,5.05,-2.27,0.00,17.68,-7.93,17.26,-9.60,0.00,0.46,-0.89,-7.75,1100,1100,1100,1100,1024,1509,1498,11012,809
229864,9,-0.25,-0.17,-0.21,0.053,-0.042,0.958,-5.12,3.05,0.00,0.00,5.12,-3.05,0.00,17.91,-10.66,18.17,-10.50,0.00,0.83,-0.26,4.75,1100,1100,1100,1100,1024,1509,1498,11012,809
229876,9,0.28,1.36,-0.34,0.049,-0.058,0.988,-4.25,4.85,0.00,0.00,4.25,-4.85,0.00,14.88,-16.97,14.60,-18.33,0.00,0.49,-1.34,6.47,1100,1100,1100,1100,1024,1509,1498,10996,809
