time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,angle_sp_roll,angle_sp_pitch,angle_err_roll,angle_err_pitch,angle_i_roll,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
167269,9,0.02,-0.03,-0.06,-0.001,-0.069,0.995,-4.11,2.32,0.00,0.00,4.11,-2.32,0.00,14.40,-8.12,14.39,-8.09,0.00,0.57,-0.30,0.69,1000,1000,1000,1000,1033,1502,1505,11154,815
167281,9,0.02,0.08,-0.00,0.004,-0.066,0.994,-4.08,2.31,0.00,0.00,4.08,-2.31,0.00,14.29,-8.07,14.27,-8.16,0.00,0.57,-0.36,-0.47,1000,1000,1000,1000,1032,1502,1506,11154,815
167292,9,0.02,0.02,-0.00,0.001,-0.068,0.996,-4.09,2.32,0.00,0.00,4.09,-2.32,0.00,14.31,-8.13,14.29,-8.16,0.00,0.57,-0.34,-0.66,1000,1000,1000,1000,1032,1502,1506,11154,815
167305,9,-0.04,0.02,-0.06,0.004,-0.074,1.000,-4.18,2.33,0.00,0.00,4.18,-2.33,0.00,14.62,-8.17,14.66,-8.18,0.00,0.60,-0.34,0.54,1000,1000,1000,1000,1032,1502,1506,11154,815
167317,9,0.01,-0.03,-0.06,0.005,-0.065,0.995,-4.12,2.40,0.00,0.00,4.12,-2.40,0.00,14.42,-8.39,14.40,-8.35,0.00,0.56,-0.32,0.50,1000,1000,1000,1000,1032,1500,1506,11154,815
167329,9,0.02,0.08,-0.06,0.004,-0.068,1.000,-4.05,2.42,0.00,3.15,4.05,0.73,0.00,14.18,2.57,14.16,2.49,0.00,0.56,0.07,0.39,1000,1000,1000,1000,1005,1500,1535,11154,815
167341,9,-0.10,0.08,-0.06,0.002,-0.070,0.992,-4.11,2.39,0.00,0.00,4.11,-2.39,0.00,14.38,-8.35,14.48,-8.44,0.00,0.62,-0.36,0.30,1100,1100,1100,1100,1032,1502,1506,11154,815
167352,9,-0.04,0.15,-0.00,-0.000,-0.068,1.001,-4.08,2.31,0.00,0.00,4.08,-2.31,0.00,14.27,-8.08,14.31,-8.22,0.00,0.57,-0.37,-0.82,1100,1100,1100,1100,1032,1502,1506,11154,815
167365,9,-0.04,0.03,-0.12,0.002,-0.070,1.004,-4.12,2.31,0.00,0.00,4.12,-2.31,0.00,14.44,-8.09,14.48,-8.12,0.00,0.58,-0.31,1.16,1100,1100,1100,1100,1032,1502,1506,11154,815
167377,9,0.02,0.09,0.06,-0.003,-0.067,1.002,-4.05,2.19,0.00,0.00,4.05,-2.19,0.00,14.16,-7.67,14.15,-7.76,0.00,0.54,-0.31,-2.06,1100,1100,1100,1100,1032,1502,1506,11154,815
167389,9,0.02,0.20,0.00,-0.001,-0.069,1.000,-4.10,2.13,0.00,0.00,4.10,-2.13,0.00,14.36,-7.47,14.34,-7.67,0.00,0.55,-0.36,0.05,1100,1100,1100,1100,1032,1502,1506,11150,815
