time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,angle_sp_roll,angle_sp_pitch,angle_err_roll,angle_err_pitch,angle_i_roll,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
80569,9,0.02,0.03,-0.06,0.005,-0.069,1.000,-4.21,2.43,0.00,0.00,4.21,-2.43,0.00,14.72,-8.49,14.70,-8.52,0.00,0.58,-0.35,-34.12,1000,1000,1000,1000,1067,1500,1508,11204,808
80581,9,-0.04,0.03,0.05,0.004,-0.072,0.998,-4.26,2.46,0.00,3.15,4.26,0.69,0.00,14.91,2.41,14.95,2.38,0.00,0.61,0.10,-1.53,1000,1000,1000,1000,1011,1500,1535,11204,808
80592,9,0.02,0.08,0.00,0.004,-0.073,1.002,-4.35,2.45,0.00,3.15,4.35,0.70,0.00,15.22,2.46,15.20,2.37,0.00,0.60,0.07,-0.19,1000,1000,1000,1000,1011,1500,1535,11204,808
80605,9,0.02,-0.03,-0.11,0.004,-0.073,0.999,-4.37,2.44,0.00,1.89,4.37,-0.55,0.00,15.31,-1.92,15.29,-1.89,0.00,0.60,-0.05,2.04,1000,1000,1000,1000,1025,1500,1521,11204,808
80616,9,-0.04,0.03,0.00,0.000,-0.070,0.998,-4.33,2.38,0.00,1.89,4.33,-0.49,0.00,15.15,-1.72,15.19,-1.75,0.00,0.62,-0.07,-0.58,1000,1000,1000,1000,1025,1500,1521,11204,808
80629,9,-0.04,0.02,0.00,0.002,-0.069,1.003,-4.23,2.41,0.00,0.00,4.23,-2.41,0.00,14.80,-8.45,14.84,-8.47,0.00,0.60,-0.33,-0.59,1000,1000,1000,1000,1035,1500,1511,11204,808
80641,9,-0.04,-0.03,-0.00,0.011,-0.069,0.993,-4.24,2.49,0.00,0.00,4.24,-2.49,0.00,14.84,-8.70,14.88,-8.66,0.00,0.59,-0.32,-0.58,1100,1100,1100,1100,1035,1500,1511,11204,808
80652,9,-0.04,-0.03,0.00,0.004,-0.073,1.002,-4.29,2.46,0.00,0.00,4.29,-2.46,0.00,15.01,-8.60,15.04,-8.57,0.00,0.60,-0.32,-0.33,1100,1100,1100,1100,1035,1500,1511,11204,808
80665,9,0.13,-0.03,0.12,0.005,-0.073,0.998,-4.26,2.38,0.00,0.00,4.26,-2.38,0.00,14.90,-8.33,14.77,-8.30,0.00,0.51,-0.31,-1.91,1100,1100,1100,1100,1035,1500,1511,11204,808
80676,9,0.01,-0.03,-0.17,0.010,-0.071,0.992,-4.27,2.45,0.00,0.00,4.27,-2.45,0.00,14.94,-8.58,14.92,-8.55,0.00,0.56,-0.32,3.63,1100,1100,1100,1100,1035,1500,1511,11200,808
