time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
64784,0,0.04,0.02,0.03,0.029,-0.023,1.001,0.00,0.00,-0.01,0.06,-0.04,0.04,-0.00,0.00,-0.00,-0.06,-0.02,-0.07,1000,1000,1000,1000,1029,1498,1524,12024,699
64796,0,0.03,0.01,-0.02,0.030,-0.023,1.001,0.00,0.00,-0.01,0.06,-0.03,0.05,-0.00,0.00,-0.00,-0.00,0.06,0.04,1000,1000,1000,1000,1029,1499,1524,12028,699
64808,0,0.01,-0.01,0.01,0.030,-0.023,1.001,0.00,0.00,-0.01,0.06,-0.01,0.07,-0.00,0.00,-0.00,-0.00,0.08,-0.03,1000,1000,1000,1000,1029,1499,1524,12024,699
64820,0,0.02,-0.00,-0.00,0.030,-0.023,1.001,0.00,0.00,-0.01,0.06,-0.02,0.06,-0.00,0.00,-0.00,-0.03,-0.04,0.01,1100,1100,1100,1100,1019,1499,1533,12024,700
64832,0,0.05,-0.02,0.03,0.030,-0.023,1.001,0.00,0.00,-0.01,0.06,-0.05,0.08,-0.00,0.00,-0.00,-0.05,-0.03,-0.08,1100,1100,1100,1100,1019,1499,1533,12024,700
64844,0,-0.00,-0.02,0.01,0.030,-0.024,1.001,0.00,0.00,-0.00,0.06,-0.00,0.08,-0.00,0.00,-0.00,0.01,0.03,-0.02,1100,1100,1100,1100,1013,1499,1540,12028,700
64856,0,0.02,-0.02,-0.01,0.030,-0.023,1.001,0.00,0.00,-0.00,0.07,-0.03,0.08,-0.00,0.00,-0.00,-0.03,-0.04,0.03,1100,1100,1100,1100,1013,1499,1540,12024,700
64868,0,0.03,0.00,0.00,0.031,-0.023,1.001,0.00,0.00,-0.00,0.07,-0.03,0.06,-0.00,0.00,-0.00,-0.02,-0.06,-0.01,1100,1100,1100,1100,1014,1499,1538,12024,700
64880,0,0.07,-0.21,-0.03,0.034,-0.023,0.999,0.00,0.00,-0.00,0.07,-0.07,0.28,-0.00,0.00,-0.00,-0.09,0.65,0.08,1100,1100,1100,1100,1013,1499,1540,12024,700
64892,0,-0.02,-0.11,0.03,0.033,-0.023,0.998,0.00,0.00,-0.00,0.06,0.01,0.17,-0.00,0.00,-0.00,0.01,0.08,-0.09,1100,1100,1100,1100,1013,1499,1540,12015,700
