time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
185868,0,0.01,0.00,-0.01,0.034,-0.026,0.999,0.00,0.00,0.37,-0.43,0.36,-0.43,0.00,-0.00,0.00,0.06,-0.22,0.03,1000,1000,1000,1000,1031,1498,1522,11924,743
185880,0,0.00,-0.02,-0.00,0.034,-0.026,0.999,0.00,0.00,0.37,-0.43,0.37,-0.41,0.00,-0.00,0.00,0.07,-0.15,0.00,1000,1000,1000,1000,1031,1498,1521,11924,743
185892,0,0.01,-0.01,0.04,0.034,-0.026,0.999,0.00,0.00,0.37,-0.43,0.36,-0.42,0.00,-0.00,0.00,0.11,-0.18,-0.10,1000,1000,1000,1000,1031,1498,1521,11924,743
185904,0,0.05,0.01,0.02,0.035,-0.025,0.999,0.00,0.00,0.37,-0.43,0.32,-0.45,0.00,-0.01,0.00,0.03,-0.24,-0.04,1000,1000,1000,1000,1031,1499,1521,11924,743
185916,0,-0.02,0.01,0.01,0.034,-0.025,0.999,0.00,0.00,0.37,-0.43,0.40,-0.44,0.00,-0.01,0.00,0.18,-0.08,-0.03,1100,1100,1100,1100,1031,1499,1521,11924,713
185928,0,-0.02,0.06,0.01,0.035,-0.026,0.999,0.00,0.00,0.38,-0.44,0.39,-0.50,0.00,-0.01,-0.00,0.09,-0.30,-0.02,1100,1100,1100,1100,1031,1499,1521,11920,713
185940,0,-0.02,-0.00,0.03,0.035,-0.025,0.999,0.00,0.00,0.38,-0.44,0.40,-0.44,0.00,-0.01,-0.00,0.11,-0.10,-0.08,1100,1100,1100,1100,1031,1499,1521,11920,713
185952,0,0.09,0.00,-0.06,0.035,-0.025,0.999,0.00,0.00,0.38,-0.44,0.29,-0.44,0.00,-0.01,-0.00,-0.09,-0.20,0.15,1100,1100,1100,1100,1031,1499,1521,11915,713
185964,0,0.05,0.00,-0.07,0.036,-0.026,0.999,0.00,0.00,0.38,-0.45,0.33,-0.45,0.00,-0.01,0.00,0.01,-0.29,0.17,1100,1100,1100,1100,1031,1499,1521,11915,713
185976,0,0.06,0.05,0.13,0.036,-0.026,1.000,0.00,0.00,0.38,-0.45,0.32,-0.50,0.00,-0.01,0.00,-0.01,-0.44,-0.34,1100,1100,1100,1100,1031,1499,1521,11915,713
185988,0,0.08,0.04,0.05,0.036,-0.026,1.000,0.00,0.00,0.38,-0.45,0.31,-0.50,0.01,-0.01,-0.00,-0.05,-0.39,-0.12,1100,1100,1100,1100,1031,1499,1521,11911,713
186000,0,0.05,0.06,-0.07,0.036,-0.025,1.001,0.00,0.00,0.38,-0.46,0.33,-0.51,0.01,-0.01,-0.00,-0.01,-0.41,0.17,1100,1100,1100,1100,1031,1499,1521,11911,713
186012,0,0.07,0.04,-0.02,0.036,-0.026,1.001,0.00,0.00,0.38,-0.46,0.32,-0.50,0.01,-0.01,-0.00,-0.01,-0.41,0.04,1100,1100,1100,1100,1031,1499,1521,11907,713
186024,0,0.06,0.04,-0.09,0.036,-0.025,1.001,0.00,0.00,0.38,-0.47,0.32,-0.50,0.01,-0.02,0.00,0.04,-0.32,0.23,1100,1100,1100,1100,1031,1499,1520,11907,710
186036,0,0.03,0.01,0.09,0.037,-0.026,1.000,0.00,0.00,0.39,-0.47,0.36,-0.48,0.01,-0.02,0.00,0.05,-0.45,-0.22,1100,1100,1100,1100,1031,1499,1520,11903,710
186048,0,0.05,0.11,-0.01,0.036,-0.024,1.001,0.00,0.00,0.39,-0.48,0.34,-0.59,0.01,-0.02,-0.00,0.04,-0.71,0.03,1100,1100,1100,1100,1031,1499,1520,11890,710
186060,0,0.06,-0.36,0.18,0.039,-0.024,0.997,0.00,0.00,0.38,-0.48,0.33,-0.12,0.01,-0.02,-0.00,0.07,0.50,-0.46,1100,1100,1100,1100,1031,1499,1520,11882,710
186072,0,-0.22,0.17,-0.31,0.038,-0.022,0.995,0.00,0.00,0.38,-0.49,0.60,-0.66,0.01,-0.02,-0.00,0.63,-1.56,0.78,1100,1100,1100,1100,1031,1499,1520,11878,710
186084,0,0.16,-0.35,-0.23,0.048,-0.021,0.991,0.00,0.00,0.38,-0.50,0.23,-0.15,0.01,-0.02,0.01,-0.20,0.59,0.58,1100,1100,1100,1100,1031,1499,1521,11870,710
186096,0,0.02,-0.45,0.55,0.052,-0.017,0.986,0.00,0.00,0.38,-0.52,0.36,-0.07,0.01,-0.02,-0.00,0.30,0.48,-1.38,1100,1100,1100,1100,1031,1499,1521,11865,710
186108,0,0.20,-0.76,-0.21,0.050,-0.022,0.989,0.00,0.00,0.38,-0.53,0.18,0.23,0.01,-0.02,-0.00,-0.28,0.99,0.51,1100,1100,1100,1100,1031,1499,1521,11861,710
186120,0,-0.05,-0.54,-0.17,0.045,-0.017,1.000,0.00,0.00,0.38,-0.54,0.43,0.01,0.01,-0.02,0.01,0.42,-0.68,0.44,1100,1100,1100,1100,1032,1499,1520,11861,725
186132,0,0.22,1.39,0.24,0.026,-0.022,1.014,0.00,0.00,0.37,-0.55,0.15,-1.94,0.01,-0.02,0.00,-0.06,-5.55,-0.61,1100,1100,1100,1100,1032,1499,1520,11845,725
186144,0,-0.18,-0.50,0.15,0.026,-0.023,1.016,0.00,0.00,0.37,-0.54,0.55,-0.04,0.01,-0.02,-0.01,0.91,2.93,-0.39,1100,1100,1100,1100,1032,1499,1520,11807,725
186156,0,-0.07,0.24,-0.18,0.026,-0.026,1.011,0.00,0.00,0.38,-0.53,0.45,-0.77,0.01,-0.03,0.00,0.57,0.28,0.45,1100,1100,1100,1100,1032,1499,1520,11791,725
186168,0,-0.01,-0.93,0.12,0.039,-0.020,0.999,0.00,0.00,0.37,-0.52,0.38,0.41,0.01,-0.03,-0.00,0.28,2.61,-0.30,1100,1100,1100,1100,1032,1499,1521,11761,725
186180,0,-0.15,-1.04,0.13,0.050,-0.021,0.990,0.00,0.00,0.37,-0.52,0.52,0.53,0.01,-0.02,-0.01,0.24,0.39,-0.33,1100,1100,1100,1100,1032,1498,1521,11761,725
186192,0,-0.25,-0.58,-0.25,0.053,-0.022,0.990,0.00,0.00,0.38,-0.53,0.62,0.04,0.01,-0.02,-0.00,0.18,-1.38,0.61,1100,1100,1100,1100,1032,1498,1521,11766,725
186204,0,-0.23,0.46,-0.00,0.042,-0.024,0.995,0.00,0.00,0.38,-0.56,0.61,-1.01,0.01,-0.03,0.00,0.30,-2.77,0.00,1100,1100,1100,1100,1032,1498,1521,11770,725
186216,0,-0.02,0.50,-0.03,0.027,-0.031,1.005,0.00,0.00,0.39,-0.57,0.41,-1.07,0.01,-0.03,0.00,-0.01,0.25,0.07,1100,1100,1100,1100,1032,1498,1521,11770,711
186228,0,0.09,-3.75,-0.01,0.055,-0.034,0.979,0.00,0.00,0.40,-0.53,0.31,3.22,0.01,-0.03,0.00,-0.10,10.26,0.02,1100,1100,1100,1100,1031,1498,1521,11757,711
186240,0,0.50,-3.60,0.17,0.074,-0.033,0.961,0.00,0.00,0.40,-0.51,-0.10,3.09,0.01,-0.02,-0.00,-0.37,1.76,-0.43,1100,1100,1100,1100,1031,1499,1521,11766,711
186252,0,0.41,0.28,-0.23,0.048,-0.029,0.984,0.00,0.00,0.41,-0.53,-0.00,-0.81,0.01,-0.02,-0.00,-0.21,-8.48,0.57,1100,1100,1100,1100,1031,1499,1521,11728,711
186264,0,-0.29,0.77,0.07,0.051,-0.032,0.995,0.00,0.00,0.42,-0.57,0.71,-1.34,0.02,-0.02,0.00,0.54,-4.15,-0.18,1100,1100,1100,1100,1031,1499,1521,11753,711
186276,0,-0.28,-0.31,0.02,0.063,-0.030,0.982,0.00,0.00,0.44,-0.61,0.72,-0.31,0.02,-0.02,-0.00,0.28,1.58,-0.04,1100,1100,1100,1100,1031,1499,1521,11774,711
186288,0,0.16,-0.15,0.03,0.057,-0.036,0.991,0.00,0.00,0.46,-0.66,0.30,-0.52,0.02,-0.02,-0.00,-0.55,0.94,-0.08,1100,1100,1100,1100,1031,1499,1521,11774,711
186300,0,0.19,-1.22,0.03,0.061,-0.041,0.982,0.00,0.00,0.48,-0.70,0.28,0.53,0.02,-0.02,-0.00,0.00,4.79,-0.07,1100,1100,1100,1100,1032,1499,1521,11774,711
