time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
246988,0,-0.04,0.00,-0.01,0.045,-0.029,0.999,0.00,0.00,0.00,-0.02,0.04,-0.02,0.00,-0.00,-0.00,0.04,0.01,0.02,1000,1000,1000,1000,1025,1499,1527,11849,710
247000,0,0.03,-0.05,0.01,0.045,-0.029,1.001,0.00,0.00,0.00,-0.02,-0.03,0.04,0.00,-0.00,0.00,-0.06,0.11,-0.01,1000,1000,1000,1000,1025,1499,1527,11849,710
247012,0,-0.02,-0.00,-0.02,0.045,-0.029,1.000,0.00,0.00,0.00,-0.02,0.02,-0.01,0.00,-0.00,0.00,0.03,-0.06,0.04,1000,1000,1000,1000,1025,1499,1527,11849,710
247024,0,-0.00,0.01,0.01,0.045,-0.029,1.000,0.00,0.00,0.00,-0.02,0.01,-0.03,0.00,-0.00,0.00,-0.02,-0.07,-0.03,1100,1100,1100,1100,1032,1499,1520,11849,710
247036,0,0.04,0.05,-0.00,0.045,-0.028,1.000,0.00,0.00,0.00,-0.02,-0.04,-0.07,0.00,-0.00,0.00,-0.08,-0.12,0.00,1100,1100,1100,1100,1032,1499,1520,11849,710
247048,0,0.04,0.02,0.01,0.044,-0.029,1.000,0.00,0.00,0.00,-0.02,-0.04,-0.04,0.00,-0.00,-0.00,-0.01,0.06,-0.02,1100,1100,1100,1100,1032,1499,1520,11853,710
247060,0,0.04,0.02,-0.03,0.045,-0.029,1.000,0.00,0.00,0.00,-0.02,-0.03,-0.04,-0.00,-0.00,-0.00,-0.00,0.03,0.08,1100,1100,1100,1100,1032,1499,1520,11849,710
247072,0,0.03,0.01,-0.02,0.044,-0.029,1.000,0.00,0.00,0.00,-0.02,-0.03,-0.03,-0.00,-0.00,0.00,-0.00,0.11,0.06,1100,1100,1100,1100,1032,1499,1520,11845,710
247084,0,-0.01,0.03,-0.10,0.043,-0.028,1.000,0.00,0.00,0.00,-0.02,0.02,-0.05,-0.00,-0.00,0.00,0.05,0.15,0.25,1100,1100,1100,1100,1032,1499,1520,11845,710
247096,0,0.02,-0.04,-0.05,0.044,-0.028,1.001,0.00,0.00,0.00,-0.02,-0.02,0.02,-0.00,-0.00,0.00,-0.04,0.27,0.12,1100,1100,1100,1100,1032,1499,1520,11841,710
247108,0,0.02,0.04,0.08,0.045,-0.028,1.002,0.00,0.00,0.00,-0.02,-0.02,-0.06,-0.00,-0.00,0.00,-0.03,-0.16,-0.20,1100,1100,1100,1100,1032,1499,1520,11832,710
247120,0,0.01,0.05,0.02,0.045,-0.029,1.002,0.00,0.00,0.00,-0.02,-0.01,-0.07,-0.00,-0.00,0.00,0.01,-0.13,-0.06,1100,1100,1100,1100,1032,1499,1520,11832,710
247132,0,0.02,0.02,0.00,0.045,-0.029,1.001,0.00,0.00,0.00,-0.02,-0.01,-0.04,-0.00,-0.00,0.00,0.02,-0.12,-0.00,1100,1100,1100,1100,1032,1499,1520,11828,710
247144,0,-0.01,0.12,0.05,0.045,-0.029,0.999,0.00,0.00,0.01,-0.02,0.02,-0.13,-0.00,-0.00,0.00,0.06,-0.38,-0.13,1100,1100,1100,1100,1032,1499,1520,11828,710
247156,0,0.01,0.04,-0.08,0.044,-0.029,0.999,0.00,0.00,0.01,-0.02,-0.00,-0.06,-0.00,-0.00,0.00,-0.01,-0.04,0.19,1100,1100,1100,1100,1032,1499,1520,11828,710
247168,0,0.06,0.11,-0.02,0.045,-0.029,0.999,0.00,0.00,0.01,-0.02,-0.05,-0.12,-0.00,-0.00,0.00,-0.07,-0.32,0.05,1100,1100,1100,1100,1032,1499,1520,11824,710
247180,0,0.03,0.14,0.15,0.044,-0.029,0.999,0.00,0.00,0.01,-0.02,-0.02,-0.16,-0.00,-0.00,-0.00,-0.02,-0.06,-0.37,1100,1100,1100,1100,1032,1499,1521,11824,710
247192,0,0.02,-0.21,-0.16,0.048,-0.030,0.998,0.00,0.00,0.01,-0.02,-0.01,0.19,-0.00,-0.00,-0.00,-0.10,0.61,0.40,1100,1100,1100,1100,1032,1499,1521,11816,710
247204,0,-0.08,-0.66,-0.15,0.050,-0.029,0.993,0.00,0.00,0.02,-0.02,0.09,0.64,0.00,-0.00,0.01,-0.03,2.08,0.39,1100,1100,1100,1100,1032,1499,1520,11807,710
247216,0,-0.02,0.12,0.47,0.046,-0.028,0.994,0.00,0.00,0.02,-0.03,0.05,-0.14,0.00,-0.00,-0.00,-0.12,-1.48,-1.17,1100,1100,1100,1100,1032,1499,1520,11803,710
247228,0,0.17,0.81,-0.17,0.043,-0.031,0.998,0.00,0.00,0.03,-0.04,-0.13,-0.85,0.00,-0.00,-0.01,-0.43,-2.72,0.42,1100,1100,1100,1100,1032,1499,1520,11791,710
247240,0,-0.28,-0.16,-0.64,0.052,-0.030,0.991,0.00,0.00,0.04,-0.05,0.32,0.11,0.00,-0.00,0.01,0.60,1.47,1.63,1100,1100,1100,1100,1032,1499,1520,11786,710
247252,0,0.02,-2.08,0.32,0.071,-0.023,0.980,0.00,0.00,0.04,-0.06,0.03,2.03,0.00,0.00,0.01,-0.17,5.49,-0.79,1100,1100,1100,1100,1032,1499,1520,11782,710
247264,0,0.02,-3.70,0.31,0.075,-0.022,0.979,0.00,0.00,0.03,-0.04,0.01,3.67,0.00,0.01,0.00,0.20,5.28,-0.77,1100,1100,1100,1100,1032,1499,1520,11766,710
247276,0,0.06,-0.98,-0.27,0.068,-0.018,0.981,0.00,0.00,0.02,-0.03,-0.04,0.95,0.00,0.01,0.01,0.04,-5.52,0.67,1100,1100,1100,1100,1032,1499,1520,11766,710
247288,0,0.14,-0.22,0.15,0.071,-0.022,0.984,0.00,0.00,0.00,-0.06,-0.14,0.16,0.00,0.02,0.01,-0.13,-3.33,-0.37,1100,1100,1100,1100,1032,1499,1520,11741,710
247300,0,0.25,0.31,0.13,0.058,-0.017,0.997,0.00,0.00,-0.02,-0.09,-0.28,-0.40,0.00,0.02,0.00,-0.30,-2.07,-0.33,1100,1100,1100,1100,1032,1499,1520,11728,710
247312,0,0.10,0.10,-0.18,0.048,-0.019,0.999,0.00,0.00,-0.04,-0.10,-0.14,-0.20,-0.00,0.01,0.01,-0.21,0.78,0.46,1100,1100,1100,1100,1032,1499,1520,11720,710
247324,0,0.01,-0.35,-0.02,0.048,-0.022,0.998,0.00,0.00,-0.05,-0.11,-0.06,0.25,-0.00,0.01,0.01,-0.07,0.95,0.05,1100,1100,1100,1100,1032,1499,1520,11753,710
