time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
125709,0,-0.00,-0.01,0.05,0.042,-0.027,1.001,0.00,0.00,-0.24,-0.33,-0.24,-0.32,-0.00,-0.00,-0.00,-0.08,-0.12,-0.13,1000,1000,1000,1000,1031,1496,1508,12427,711
125721,0,0.05,0.01,-0.01,0.042,-0.027,1.001,0.00,0.00,-0.24,-0.33,-0.30,-0.33,-0.00,-0.00,-0.00,-0.12,-0.19,0.03,1000,1000,1000,1000,1031,1496,1507,12432,711
125733,0,0.06,-0.02,0.01,0.042,-0.027,1.001,0.00,0.00,-0.24,-0.33,-0.30,-0.31,-0.00,-0.00,-0.00,-0.08,-0.13,-0.04,1100,1100,1100,1100,1031,1496,1507,12432,714
125745,0,0.02,-0.01,0.03,0.042,-0.026,1.000,0.00,0.00,-0.25,-0.33,-0.26,-0.32,-0.00,-0.00,-0.00,-0.03,-0.14,-0.07,1100,1100,1100,1100,1032,1497,1507,12427,714
125757,0,0.03,0.02,0.02,0.042,-0.026,1.000,0.00,0.00,-0.25,-0.33,-0.28,-0.36,-0.00,-0.00,-0.00,-0.09,-0.26,-0.04,1100,1100,1100,1100,1032,1497,1507,12432,714
125769,0,0.01,0.03,-0.00,0.041,-0.027,1.000,0.00,0.00,-0.25,-0.33,-0.26,-0.36,-0.00,-0.00,-0.00,-0.07,-0.09,0.01,1100,1100,1100,1100,1032,1496,1507,12432,714
125781,0,0.01,0.00,0.02,0.041,-0.027,0.999,0.00,0.00,-0.25,-0.33,-0.26,-0.34,-0.00,-0.01,-0.00,-0.06,-0.15,-0.04,1100,1100,1100,1100,1032,1496,1507,12427,714
125793,0,0.01,-0.00,0.01,0.042,-0.026,0.999,0.00,0.00,-0.25,-0.34,-0.26,-0.34,-0.00,-0.01,-0.00,-0.05,-0.19,-0.04,1100,1100,1100,1100,1032,1496,1507,12432,714
125805,0,-0.01,-0.03,-0.00,0.042,-0.026,1.001,0.00,0.00,-0.25,-0.34,-0.24,-0.31,-0.00,-0.01,-0.00,-0.05,-0.05,0.01,1100,1100,1100,1100,1032,1496,1508,12432,714
125817,0,-0.01,-0.04,0.08,0.042,-0.027,1.000,0.00,0.00,-0.25,-0.34,-0.24,-0.30,-0.00,-0.01,-0.01,-0.02,0.04,-0.20,1100,1100,1100,1100,1032,1496,1508,12419,714
125829,0,0.01,-0.05,-0.02,0.041,-0.028,1.000,0.00,0.00,-0.25,-0.34,-0.27,-0.29,-0.00,-0.01,-0.01,-0.08,-0.08,0.03,1100,1100,1100,1100,1031,1496,1508,12415,714
125841,0,-0.00,-0.03,-0.07,0.042,-0.028,0.999,0.00,0.00,-0.25,-0.34,-0.25,-0.31,-0.00,-0.01,-0.00,-0.03,-0.13,0.18,1100,1100,1100,1100,1031,1496,1509,12415,714
125853,0,0.02,-0.03,0.00,0.042,-0.027,1.000,0.00,0.00,-0.25,-0.34,-0.27,-0.31,-0.00,-0.01,-0.00,-0.12,-0.12,-0.00,1100,1100,1100,1100,1031,1496,1509,12415,714
125865,0,0.07,-0.06,-0.08,0.043,-0.027,1.000,0.00,0.00,-0.25,-0.34,-0.32,-0.29,-0.00,-0.01,-0.00,-0.20,-0.14,0.21,1100,1100,1100,1100,1031,1497,1509,12415,714
125877,0,0.07,-0.02,0.02,0.042,-0.026,1.001,0.00,0.00,-0.25,-0.34,-0.32,-0.32,-0.00,-0.01,0.00,-0.14,-0.21,-0.06,1100,1100,1100,1100,1031,1497,1509,12415,714
125889,0,0.00,0.04,0.20,0.043,-0.026,1.002,0.00,0.00,-0.26,-0.35,-0.26,-0.39,-0.01,-0.01,-0.01,-0.04,-0.35,-0.50,1100,1100,1100,1100,1031,1496,1509,12402,714
125901,0,-0.01,-0.10,-0.11,0.042,-0.026,1.002,0.00,0.00,-0.26,-0.35,-0.24,-0.25,-0.01,-0.01,-0.01,0.01,0.33,0.26,1100,1100,1100,1100,1031,1498,1507,12402,714
