time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
16318,0,0.00,0.02,0.00,0.032,-0.018,1.000,0.00,0.00,-0.02,-0.02,-0.03,-0.04,-0.00,-0.00,-0.00,-0.02,-0.15,-0.01,1000,1000,1000,1000,1035,1497,1508,12373,720
16330,0,0.05,0.07,-0.02,0.032,-0.019,1.000,0.00,0.00,-0.03,-0.02,-0.08,-0.10,-0.00,-0.00,-0.00,-0.04,-0.20,0.05,1100,1100,1100,1100,1035,1496,1508,12373,720
16342,0,0.02,0.01,-0.02,0.032,-0.018,1.000,0.00,0.00,-0.03,-0.03,-0.05,-0.04,-0.00,-0.00,-0.00,0.04,0.13,0.06,1100,1100,1100,1100,1035,1496,1508,12373,720
16354,0,-0.03,-0.02,0.01,0.031,-0.018,1.000,0.00,0.00,-0.03,-0.03,0.00,-0.00,-0.00,-0.00,-0.00,0.05,0.12,-0.02,1100,1100,1100,1100,1055,1496,1508,12373,720
16366,0,-0.12,-0.05,0.03,0.032,-0.019,1.000,0.00,0.00,-0.03,-0.03,0.10,0.02,-0.00,-0.00,-0.00,0.11,0.09,-0.08,1100,1100,1100,1100,1055,1496,1509,12373,720
16378,0,-0.06,-0.01,-0.01,0.032,-0.019,0.999,0.00,0.00,-0.03,-0.03,0.04,-0.02,-0.00,-0.00,-0.00,-0.03,-0.07,0.01,1100,1100,1100,1100,1055,1496,1509,12373,720
16390,0,-0.04,-0.03,0.02,0.032,-0.019,0.999,0.00,0.00,-0.02,-0.03,0.01,-0.00,-0.00,-0.00,-0.00,-0.03,0.06,-0.05,1100,1100,1100,1100,1057,1496,1508,12373,720
16402,0,-0.03,-0.02,0.02,0.032,-0.020,1.000,0.00,0.00,-0.02,-0.03,0.01,-0.01,-0.00,-0.00,-0.00,-0.01,-0.04,-0.06,1100,1100,1100,1100,1057,1496,1508,12373,720
16414,0,-0.03,-0.14,0.01,0.033,-0.019,0.998,0.00,0.00,-0.02,-0.03,0.01,0.11,-0.00,-0.00,-0.00,0.04,0.27,-0.03,1100,1100,1100,1100,1054,1497,1508,12365,720
16426,0,0.03,0.02,0.07,0.032,-0.019,0.999,0.00,0.00,-0.02,-0.03,-0.06,-0.05,-0.00,-0.00,-0.00,-0.01,-0.31,-0.18,1100,1100,1100,1100,1054,1497,1508,12365,720
