time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
232687,0,-0.00,-0.07,-0.01,0.038,-0.046,1.000,0.00,0.00,0.00,4.40,0.00,4.47,0.00,0.01,0.00,-0.01,1.95,0.02,1000,1000,1000,1000,1029,1500,1522,0,735
232699,0,-0.05,-0.05,-0.04,0.038,-0.045,0.999,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.02,0.00,0.10,0.09,0.10,1000,1000,1000,1000,1031,1501,1520,0,735
232711,0,-0.01,-0.01,-0.03,0.038,-0.045,0.999,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.02,0.00,-0.03,-0.08,0.08,1000,1000,1000,1000,1031,1501,1520,0,735
232723,0,-0.05,-0.04,-0.05,0.038,-0.045,0.999,0.00,0.00,0.00,4.20,0.05,4.24,0.00,0.03,0.00,0.09,1.71,0.12,1100,1100,1100,1100,1030,1501,1521,0,735
232735,0,-0.00,-0.07,-0.07,0.038,-0.045,0.999,0.00,0.00,0.00,4.20,0.00,4.27,0.00,0.04,0.01,-0.03,1.89,0.17,1100,1100,1100,1100,1030,1501,1521,0,735
232747,0,0.03,-0.00,-0.06,0.038,-0.046,1.000,0.00,0.00,0.00,4.20,-0.03,4.20,0.00,0.05,0.01,-0.08,1.67,0.16,1100,1100,1100,1100,1030,1501,1521,0,735
232759,0,-0.01,-0.03,-0.05,0.038,-0.046,0.999,0.00,0.00,0.00,0.00,0.01,0.03,0.00,0.05,0.01,0.04,0.07,0.14,1100,1100,1100,1100,1030,1502,1520,0,735
232771,0,0.01,0.01,-0.03,0.038,-0.046,0.999,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,0.05,0.01,0.01,-0.05,0.08,1100,1100,1100,1100,1030,1502,1520,0,735
232783,0,0.08,0.06,-0.10,0.039,-0.046,0.997,0.00,0.00,0.00,0.00,-0.08,-0.06,0.00,0.05,0.01,-0.31,-0.24,0.26,1100,1100,1100,1100,1030,1505,1517,0,735
232795,0,0.11,0.03,-0.01,0.039,-0.045,0.998,0.00,0.00,0.00,4.20,-0.11,4.17,0.00,0.06,0.01,-0.44,1.52,0.04,1100,1100,1100,1100,1030,1501,1521,0,735
