time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
127907,0,0.01,-0.04,-0.02,0.024,-0.073,0.999,0.00,0.00,0.00,0.00,-0.01,0.04,0.02,-0.01,0.00,-0.00,0.02,0.04,1000,1000,1000,1000,1027,1501,1519,0,732
127919,0,-0.01,0.02,-0.02,0.024,-0.073,0.999,0.00,0.00,0.00,0.00,0.01,-0.02,0.02,-0.01,0.00,0.05,-0.08,0.04,1100,1100,1100,1100,1027,1501,1519,0,727
127931,0,0.02,-0.04,-0.00,0.024,-0.073,0.998,0.00,0.00,0.00,0.00,-0.02,0.04,0.02,-0.01,0.00,-0.04,0.06,0.01,1100,1100,1100,1100,1027,1501,1519,0,727
127943,0,0.05,-0.00,-0.06,0.024,-0.073,0.998,0.00,0.00,0.00,0.00,-0.05,0.00,0.02,-0.01,0.00,-0.13,-0.02,0.14,1100,1100,1100,1100,1026,1501,1519,0,727
127955,0,0.01,0.01,-0.04,0.024,-0.073,0.998,0.00,0.00,0.00,0.00,-0.01,-0.01,0.02,-0.01,0.00,0.10,-0.14,0.12,1100,1100,1100,1100,1027,1501,1519,0,727
127967,0,0.00,0.03,-0.04,0.024,-0.073,0.998,0.00,0.00,0.00,0.00,-0.00,-0.03,0.02,-0.01,0.01,0.05,-0.09,0.11,1100,1100,1100,1100,1027,1501,1519,0,727
127979,0,0.01,0.03,-0.03,0.023,-0.073,0.999,0.00,0.00,0.00,0.00,-0.01,-0.03,0.02,-0.01,0.01,-0.03,-0.06,0.09,1100,1100,1100,1100,1025,1501,1520,0,727
127991,0,0.05,-0.02,-0.05,0.023,-0.074,1.000,0.00,0.00,0.00,0.00,-0.05,0.02,0.02,-0.01,0.01,-0.19,0.12,0.14,1100,1100,1100,1100,1025,1501,1520,0,727
128003,0,0.09,-0.01,-0.18,0.026,-0.072,0.998,0.00,0.00,0.00,0.00,-0.09,0.01,0.02,-0.01,0.01,-0.24,-0.20,0.47,1100,1100,1100,1100,1027,1501,1519,0,727
128015,0,-0.04,0.06,0.06,0.026,-0.072,0.999,0.00,0.00,0.00,0.00,0.04,-0.06,0.02,-0.01,0.01,0.29,-0.28,-0.12,1100,1100,1100,1100,1026,1501,1520,0,727
128027,0,-0.05,0.10,0.28,0.025,-0.073,1.000,0.00,0.00,0.00,0.00,0.05,-0.10,0.02,-0.01,0.01,0.27,-0.57,-0.68,1100,1100,1100,1100,1026,1501,1520,0,728
128039,0,0.03,0.04,-0.14,0.024,-0.072,1.000,0.00,0.00,0.00,0.00,-0.03,-0.04,0.02,-0.01,0.01,-0.06,-0.39,0.35,1100,1100,1100,1100,1026,1501,1520,0,728
128051,0,0.06,0.07,-0.26,0.024,-0.073,0.999,0.00,0.00,0.00,0.00,-0.06,-0.07,0.02,-0.01,0.02,-0.13,-0.48,0.67,1100,1100,1100,1100,1026,1501,1520,0,728
128063,0,0.01,0.08,0.08,0.024,-0.073,0.999,0.00,0.00,0.00,0.00,-0.01,-0.08,0.02,-0.01,0.02,0.02,-0.49,-0.18,1100,1100,1100,1100,1026,1500,1519,0,728
128075,0,-0.04,0.04,0.16,0.023,-0.073,1.000,0.00,0.00,0.00,0.00,0.04,-0.04,0.02,-0.01,0.01,0.11,-0.37,-0.38,1100,1100,1100,1100,1026,1501,1519,0,728
128087,0,-0.01,0.03,-0.26,0.023,-0.074,1.000,0.00,0.00,0.00,0.00,0.01,-0.03,0.02,-0.01,0.01,0.05,-0.24,0.66,1100,1100,1100,1100,1026,1501,1519,0,728
128099,0,-0.17,-0.06,0.10,0.021,-0.075,1.003,0.00,0.00,0.00,0.00,0.17,0.06,0.02,-0.01,0.02,0.59,0.09,-0.22,1100,1100,1100,1100,1027,1500,1520,0,728
128111,0,-0.16,0.35,0.03,0.020,-0.075,1.005,0.00,0.00,0.00,0.00,0.16,-0.35,0.02,-0.01,0.01,0.43,-1.39,-0.05,1100,1100,1100,1100,1027,1500,1520,0,728
128123,0,0.26,1.09,-0.13,0.022,-0.075,1.003,0.00,0.00,0.00,0.00,-0.26,-1.09,0.02,-0.01,0.02,-0.99,-3.74,0.35,1100,1100,1100,1100,1027,1501,1519,0,743
128135,0,0.13,1.51,0.16,0.018,-0.072,1.006,0.00,0.00,0.00,0.00,-0.13,-1.51,0.02,-0.02,0.02,-0.51,-4.21,-0.38,1100,1100,1100,1100,1027,1500,1519,0,743
128147,0,-0.42,1.11,-0.36,0.009,-0.076,1.009,0.00,0.00,0.00,0.00,0.42,-1.11,0.02,-0.02,0.02,1.06,-2.10,0.93,1100,1100,1100,1100,1027,1500,1519,0,743
128159,0,-0.05,1.36,-0.35,0.005,-0.071,1.014,0.00,0.00,0.00,0.00,0.05,-1.36,0.02,-0.02,0.04,0.18,-1.55,0.92,1100,1100,1100,1100,1027,1501,1519,0,743
128171,0,0.48,0.04,0.73,0.017,-0.078,0.999,0.00,0.00,0.00,0.00,-0.48,-0.04,0.02,-0.02,0.03,-1.37,0.83,-1.80,1100,1100,1100,1100,1027,1501,1519,0,743
128183,0,0.14,0.15,0.31,0.006,-0.084,1.007,0.00,0.00,0.00,0.00,-0.14,-0.15,0.02,-0.02,0.02,-1.58,-4.23,-0.75,1100,1100,1100,1100,1027,1501,1519,0,743
128195,0,-0.30,1.01,-0.50,-0.003,-0.079,1.016,0.00,0.00,0.00,0.00,0.30,-1.01,0.02,-0.02,0.03,0.65,-4.54,1.27,1100,1100,1100,1100,1027,1501,1519,0,743
128207,0,-0.16,0.62,0.05,0.008,-0.085,1.006,0.00,0.00,0.00,0.00,0.16,-0.62,0.02,-0.02,0.03,0.91,0.39,-0.09,1100,1100,1100,1100,1027,1501,1519,0,743
128219,0,-0.12,-1.60,0.30,0.013,-0.083,1.010,0.00,0.00,0.00,0.00,0.12,1.60,0.02,-0.02,0.02,0.20,3.25,-0.72,1100,1100,1100,1100,1027,1501,1519,0,729
128231,0,-0.06,0.69,-0.37,0.009,-0.081,1.013,0.00,0.00,0.00,0.00,0.06,-0.69,0.02,-0.02,0.03,0.04,-4.36,0.96,1100,1100,1100,1100,1027,1501,1519,0,729
128243,0,-0.05,1.17,-0.53,0.003,-0.072,1.015,0.00,0.00,0.00,0.00,0.05,-1.17,0.02,-0.02,0.04,0.20,-1.86,1.38,1100,1100,1100,1100,1027,1501,1519,0,729
128255,0,0.09,2.30,0.26,0.008,-0.074,1.009,0.00,0.00,0.00,0.00,-0.09,-2.30,0.02,-0.02,0.04,-0.48,-5.32,-0.60,1100,1100,1100,1100,1026,1501,1518,0,729
