time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,angle_sp_roll,angle_sp_pitch,angle_err_roll,angle_err_pitch,angle_i_roll,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
167419,9,0.12,-0.07,0.05,0.021,-0.052,0.890,-1.81,1.02,0.00,0.00,1.81,-1.02,0.00,6.32,-3.58,6.20,-3.51,0.00,0.23,-0.12,-0.16,1000,1000,1000,1000,1019,1504,1504,12032,816
167431,9,0.19,-0.03,0.04,0.021,-0.053,0.890,-1.82,1.03,0.00,0.00,1.82,-1.03,0.00,6.38,-3.60,6.19,-3.56,0.00,0.21,-0.14,0.01,1000,1000,1000,1000,1019,1504,1504,12032,816
167442,9,0.11,-0.06,0.04,0.020,-0.053,0.889,-1.85,1.03,0.00,0.00,1.85,-1.03,0.00,6.47,-3.61,6.36,-3.55,0.00,0.26,-0.13,-0.04,1000,1000,1000,1000,1019,1504,1504,12032,816
167454,9,0.12,-0.08,0.09,0.020,-0.052,0.889,-1.85,1.03,0.00,0.00,1.85,-1.03,0.00,6.49,-3.60,6.36,-3.52,0.00,0.26,-0.13,-0.84,1100,1100,1100,1100,1019,1504,1504,12032,817
167466,9,0.12,0.01,0.08,0.019,-0.052,0.891,-1.85,1.02,0.00,0.00,1.85,-1.02,0.00,6.47,-3.57,6.35,-3.58,0.00,0.25,-0.17,-0.56,1100,1100,1100,1100,1019,1504,1504,12032,817
167479,9,0.10,0.01,0.04,0.020,-0.053,0.891,-1.86,1.02,0.00,0.00,1.86,-1.02,0.00,6.52,-3.56,6.42,-3.58,0.00,0.26,-0.16,0.05,1100,1100,1100,1100,1019,1504,1504,12032,817
167491,9,0.14,-0.00,0.04,0.020,-0.053,0.889,-1.87,1.02,0.00,0.00,1.87,-1.02,0.00,6.55,-3.57,6.40,-3.56,0.00,0.25,-0.14,0.01,1100,1100,1100,1100,1019,1504,1504,12028,817
167502,9,0.17,-0.05,0.09,0.020,-0.053,0.887,-1.87,1.01,0.00,0.00,1.87,-1.01,0.00,6.56,-3.55,6.38,-3.50,0.00,0.24,-0.12,-0.81,1100,1100,1100,1100,1019,1504,1504,12028,817
167514,9,0.18,-0.06,-0.08,0.020,-0.052,0.888,-1.88,1.02,0.00,0.00,1.88,-1.02,0.00,6.58,-3.58,6.40,-3.52,0.00,0.24,-0.12,2.12,1100,1100,1100,1100,1019,1504,1504,12019,817
167527,9,0.14,0.01,-0.09,0.023,-0.052,0.889,-1.87,1.04,0.00,0.00,1.87,-1.04,0.00,6.55,-3.63,6.42,-3.64,0.00,0.27,-0.16,1.23,1100,1100,1100,1100,1019,1500,1508,12024,817
167539,9,0.10,-0.02,0.17,0.022,-0.052,0.889,-1.88,1.05,0.00,0.00,1.88,-1.05,0.00,6.56,-3.69,6.47,-3.67,0.00,0.29,-0.15,-3.49,1100,1100,1100,1100,1019,1500,1508,12015,817
