time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,angle_sp_roll,angle_sp_pitch,angle_err_roll,angle_err_pitch,angle_i_roll,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
332299,9,0.07,-0.04,0.02,0.021,-0.069,0.889,-2.90,1.13,0.00,0.00,2.90,-1.13,0.00,10.16,-3.94,10.09,-3.91,0.00,0.40,-0.16,-0.14,1000,1000,1000,1000,1022,1500,1506,11878,815
332311,9,0.11,-0.03,0.02,0.021,-0.069,0.887,-2.91,1.12,0.00,0.00,2.91,-1.12,0.00,10.20,-3.92,10.09,-3.89,0.00,0.39,-0.16,38.94,1000,1000,1000,1000,1022,1500,1506,11878,815
332322,9,0.12,-0.06,0.04,0.022,-0.068,0.890,-2.91,1.13,0.00,0.00,2.91,-1.13,0.00,10.19,-3.95,10.07,-3.89,0.00,0.39,-0.15,38.74,1000,1000,1000,1000,1022,1500,1506,11878,815
332334,9,0.10,-0.04,0.03,0.022,-0.068,0.889,-2.90,1.13,0.00,0.00,2.90,-1.13,0.00,10.14,-3.96,10.04,-3.91,0.00,0.40,-0.16,38.83,1000,1000,1000,1000,1022,1500,1506,11878,815
332346,9,0.12,-0.03,0.03,0.022,-0.067,0.891,-2.88,1.13,0.00,0.00,2.88,-1.13,0.00,10.08,-3.95,9.96,-3.92,0.00,0.39,-0.16,38.81,1000,1000,1000,1000,1022,1500,1506,11874,815
332359,9,0.15,-0.01,0.04,0.022,-0.067,0.890,-2.87,1.13,0.00,0.00,2.87,-1.13,0.00,10.04,-3.95,9.88,-3.94,0.00,0.38,-0.16,-0.29,1100,1100,1100,1100,1022,1500,1506,11870,816
332371,9,0.10,-0.03,0.04,0.022,-0.067,0.889,-2.86,1.14,0.00,0.00,2.86,-1.14,0.00,10.01,-3.99,9.91,-3.96,0.00,0.41,-0.16,38.83,1100,1100,1100,1100,1022,1500,1506,11870,816
332383,9,0.08,-0.03,-0.01,0.021,-0.068,0.889,-2.87,1.13,0.00,0.00,2.87,-1.13,0.00,10.04,-3.96,9.96,-3.93,0.00,0.41,-0.16,39.63,1100,1100,1100,1100,1022,1500,1506,11865,816
332394,9,0.02,0.08,0.03,0.021,-0.067,0.888,-2.87,1.10,0.00,0.00,2.87,-1.10,0.00,10.05,-3.86,10.03,-3.94,0.00,0.43,-0.20,37.52,1100,1100,1100,1100,1022,1500,1506,11861,816
332406,9,0.04,0.08,-0.03,0.022,-0.068,0.887,-2.88,1.09,0.00,0.00,2.88,-1.09,0.00,10.07,-3.81,10.03,-3.89,0.00,0.42,-0.19,38.68,1100,1100,1100,1100,1022,1500,1506,11857,816
