time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,angle_sp_roll,angle_sp_pitch,angle_err_roll,angle_err_pitch,angle_i_roll,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
208059,9,0.12,-0.03,0.04,0.010,-0.050,0.888,-1.70,0.39,0.00,0.00,1.70,-0.39,0.00,5.96,-1.36,5.84,-1.33,0.00,0.22,-0.05,-0.40,1100,1100,1100,1100,1036,1501,1505,11990,953
208071,9,0.12,-0.04,0.07,0.008,-0.051,0.888,-1.72,0.36,0.00,0.00,1.72,-0.36,0.00,6.00,-1.27,5.89,-1.23,0.00,0.23,-0.05,-0.86,1100,1100,1100,1100,1036,1501,1504,11990,953
208082,9,0.08,-0.03,0.04,0.009,-0.052,0.889,-1.73,0.35,0.00,0.00,1.73,-0.35,0.00,6.06,-1.22,5.98,-1.19,0.00,0.25,-0.05,-0.17,1100,1100,1100,1100,1036,1501,1504,11990,953
208094,9,0.07,-0.05,0.09,0.008,-0.050,0.889,-1.74,0.33,0.00,0.00,1.74,-0.33,0.00,6.10,-1.16,6.04,-1.11,0.00,0.25,-0.04,-0.89,1100,1100,1100,1100,1036,1506,1500,11990,953
208106,9,0.09,-0.02,0.10,0.011,-0.050,0.891,-1.73,0.35,0.00,0.00,1.73,-0.35,0.00,6.06,-1.22,5.96,-1.21,0.00,0.23,-0.06,-0.71,1100,1100,1100,1100,1036,1501,1504,11990,953
208119,9,0.12,-0.04,0.05,0.010,-0.051,0.889,-1.73,0.36,0.00,0.00,1.73,-0.36,0.00,6.07,-1.26,5.95,-1.22,0.00,0.23,-0.05,39.27,1100,1100,1100,1100,1036,1501,1504,11990,953
208131,9,0.09,-0.04,0.04,0.010,-0.050,0.889,-1.74,0.36,0.00,0.00,1.74,-0.36,0.00,6.08,-1.27,5.99,-1.24,0.00,0.24,-0.05,0.21,1100,1100,1100,1100,1036,1501,1504,11990,953
208142,9,0.08,-0.11,0.03,0.011,-0.048,0.889,-1.72,0.37,0.00,0.00,1.72,-0.37,0.00,6.03,-1.29,5.94,-1.18,0.00,0.24,-0.02,0.08,1100,1100,1100,1100,1036,1501,1504,11990,953
208154,9,0.05,-0.11,0.14,0.011,-0.050,0.889,-1.72,0.37,0.00,0.00,1.72,-0.37,0.00,6.02,-1.30,5.97,-1.19,0.00,0.26,-0.04,-1.64,1100,1100,1100,1100,1036,1506,1500,11986,815
208166,9,0.13,-0.01,0.03,0.011,-0.050,0.888,-1.73,0.37,0.00,0.00,1.73,-0.37,0.00,6.06,-1.30,5.93,-1.29,0.00,0.23,-0.08,0.72,1100,1100,1100,1100,1036,1501,1505,11982,815
208179,9,0.10,-0.03,0.02,0.011,-0.050,0.888,-1.73,0.38,0.00,0.00,1.73,-0.38,0.00,6.06,-1.34,5.96,-1.31,0.00,0.25,-0.07,39.46,1100,1100,1100,1100,1036,1501,1505,11990,815
208191,9,0.07,-0.02,0.04,0.011,-0.051,0.890,-1.73,0.41,0.00,0.00,1.73,-0.41,0.00,6.04,-1.42,5.97,-1.40,0.00,0.26,-0.07,-0.13,1100,1100,1100,1100,1036,1501,1505,11990,815
208202,9,0.11,0.01,-0.04,0.010,-0.052,0.890,-1.74,0.40,0.00,0.00,1.74,-0.40,0.00,6.09,-1.41,5.98,-1.42,0.00,0.24,-0.09,1.15,1100,1100,1100,1100,1036,1501,1505,11982,815
208214,9,0.06,-0.02,-0.09,0.010,-0.051,0.888,-1.74,0.41,0.00,0.00,1.74,-0.41,0.00,6.10,-1.44,6.04,-1.42,0.00,0.26,-0.07,1.42,1100,1100,1100,1100,1036,1505,1501,11978,815
208226,9,0.08,-0.00,0.00,0.010,-0.049,0.891,-1.73,0.41,0.00,0.00,1.73,-0.41,0.00,6.04,-1.43,5.96,-1.42,0.00,0.24,-0.07,-0.58,1100,1100,1100,1100,1036,1501,1504,11982,815
208239,9,0.13,-0.06,0.15,0.009,-0.051,0.889,-1.74,0.37,0.00,0.00,1.74,-0.37,0.00,6.09,-1.31,5.96,-1.25,0.00,0.22,-0.04,36.36,1100,1100,1100,1100,1036,1501,1504,11986,815
208251,9,0.17,-0.14,0.22,0.006,-0.053,0.890,-1.77,0.36,0.00,0.00,1.77,-0.36,0.00,6.18,-1.25,6.01,-1.11,0.00,0.21,-0.01,-2.74,1100,1100,1100,1100,1036,1501,1505,11982,815
208262,9,0.18,0.00,0.03,0.004,-0.049,0.894,-1.73,0.32,0.00,0.00,1.73,-0.32,0.00,6.06,-1.13,5.88,-1.13,0.00,0.20,-0.06,1.42,1100,1100,1100,1100,1036,1501,1505,11970,815
208275,9,0.06,0.33,-0.12,0.003,-0.054,0.894,-1.74,0.30,0.00,0.00,1.74,-0.30,0.00,6.07,-1.04,6.01,-1.37,0.00,0.27,-0.19,2.39,1100,1100,1100,1100,1036,1506,1500,11965,815
208286,9,0.12,-0.04,0.36,0.013,-0.044,0.886,-1.71,0.31,0.00,0.00,1.71,-0.31,0.00,6.00,-1.08,5.88,-1.05,0.00,0.26,-0.01,-6.48,1100,1100,1100,1100,1036,1501,1505,11949,815
208299,9,0.38,-0.47,0.19,-0.007,-0.072,0.888,-1.84,0.24,0.00,0.00,1.84,-0.24,0.00,6.42,-0.84,6.04,-0.37,0.00,0.11,0.18,46.23,1100,1100,1100,1100,1036,1501,1505,11936,815
208311,9,0.38,-0.21,-0.51,-0.014,-0.059,0.900,-1.82,0.25,0.00,0.00,1.82,-0.25,0.00,6.36,-0.87,5.99,-0.66,0.00,0.09,0.06,10.33,1100,1100,1100,1100,1036,1501,1504,11915,815
208322,9,0.03,0.05,-0.05,-0.008,-0.056,0.909,-1.76,0.30,0.00,0.00,1.76,-0.30,0.00,6.17,-1.06,6.15,-1.11,0.00,0.29,-0.11,-2.35,1100,1100,1100,1100,1036,1501,1504,11899,815
208334,9,0.68,0.01,0.83,-0.011,-0.049,0.899,-1.76,0.04,0.00,0.00,1.76,-0.04,0.00,6.17,-0.14,5.49,-0.16,0.00,-0.04,0.07,-14.12,1100,1100,1100,1100,1036,1505,1501,11882,815
208346,9,0.34,-1.26,0.38,0.013,-0.054,0.879,-1.81,0.16,0.00,0.00,1.81,-0.16,0.00,6.32,-0.57,5.98,0.69,0.00,0.06,0.67,-1.61,1100,1100,1100,1100,1036,1501,1504,11878,815
208359,9,-0.05,-0.43,-0.09,0.008,-0.046,0.881,-1.72,0.22,0.00,0.00,1.72,-0.22,0.00,6.04,-0.76,6.08,-0.33,0.00,0.25,0.19,43.22,1100,1100,1100,1100,1036,1501,1504,11878,816
208371,9,0.21,-0.13,0.18,0.024,-0.053,0.890,-1.74,0.16,0.00,0.00,1.74,-0.16,0.00,6.10,-0.55,5.90,-0.42,0.00,0.18,0.09,-1.47,1100,1100,1100,1100,1036,1501,1505,11853,816
208383,9,0.06,-0.48,0.24,0.024,-0.053,0.887,-1.90,0.37,0.00,0.00,1.90,-0.37,0.00,6.65,-1.30,6.59,-0.82,0.00,0.29,0.17,-1.44,1100,1100,1100,1100,1036,1501,1505,11865,816
208394,9,-0.17,-0.25,-0.05,0.007,-0.051,0.894,-1.79,0.40,0.00,0.00,1.79,-0.40,0.00,6.27,-1.38,6.44,-1.13,0.00,0.34,0.05,102.82,1100,1100,1100,1100,1036,1502,1504,11857,816
208406,9,0.16,0.33,-0.05,0.011,-0.059,0.893,-1.79,0.41,0.00,0.00,1.79,-0.41,0.00,6.26,-1.45,6.10,-1.78,0.00,0.20,-0.26,100.97,1100,1100,1100,1100,1036,1501,1505,11845,816
208419,9,-0.00,0.41,0.34,-0.004,-0.058,0.898,-1.87,0.36,0.00,0.00,1.87,-0.36,0.00,6.54,-1.27,6.54,-1.68,0.00,0.30,-0.26,32.35,1100,1100,1100,1100,1036,1501,1505,11836,816
