time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,roll,pitch,angle_sp_roll,angle_sp_pitch,angle_err_roll,angle_err_pitch,angle_i_roll,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
19418,9,0.08,0.00,0.05,0.018,-0.064,1.004,-0.39,0.67,0.00,0.00,0.39,-0.67,0.00,1.35,-2.33,1.27,-2.34,0.00,0.04,-0.09,-0.92,1000,1000,1000,1000,1035,1500,1515,11125,802
19430,9,0.05,-0.03,-0.01,0.018,-0.063,1.005,-0.36,0.66,0.00,0.00,0.36,-0.66,0.00,1.25,-2.30,1.19,-2.28,0.00,0.04,-0.08,0.05,1100,1100,1100,1100,1035,1500,1515,11125,802
19442,9,2.08,-11.21,-11.04,0.018,-0.063,1.005,-0.33,0.63,0.00,0.00,0.33,-0.63,0.00,1.17,-2.20,-0.91,9.01,0.00,-0.34,2.04,204.34,1100,1100,1100,1100,1035,1500,1515,11125,802
19454,9,0.05,-0.33,-0.29,0.018,-0.064,1.005,-0.34,0.63,0.00,0.00,0.34,-0.63,0.00,1.19,-2.21,1.14,-1.89,0.00,0.10,-0.35,-26.76,1100,1100,1100,1100,1035,1500,1515,11125,802
19466,9,-0.03,-0.03,-0.01,0.018,-0.064,1.004,-0.37,0.64,0.00,0.00,0.37,-0.64,0.00,1.28,-2.24,1.31,-2.21,0.00,0.09,-0.26,-17.09,1100,1100,1100,1100,1033,1500,1515,11125,802
19478,9,0.05,-0.02,-0.03,0.017,-0.065,1.003,-0.40,0.63,0.00,0.00,0.40,-0.63,0.00,1.39,-2.21,1.33,-2.19,0.00,0.06,-0.18,-8.11,1100,1100,1100,1100,1036,1500,1515,11125,802
19490,9,0.07,-0.08,0.09,0.018,-0.065,1.003,-0.41,0.64,0.00,0.00,0.41,-0.64,0.00,1.43,-2.23,1.36,-2.15,0.00,0.05,-0.12,-6.22,1100,1100,1100,1100,1036,1500,1515,11125,802
19502,9,0.00,-0.02,-0.03,0.017,-0.065,1.002,-0.43,0.63,0.00,0.00,0.43,-0.63,0.00,1.50,-2.21,1.50,-2.19,0.00,0.07,-0.11,-1.34,1100,1100,1100,1100,1036,1500,1515,11125,802
19514,9,0.00,-0.03,-0.02,0.018,-0.066,1.002,-0.46,0.64,0.00,0.00,0.46,-0.64,0.00,1.61,-2.23,1.61,-2.19,0.00,0.07,-0.10,-0.92,1100,1100,1100,1100,1036,1500,1515,11125,802
19526,9,0.03,-0.12,0.03,0.019,-0.065,1.003,-0.46,0.66,0.00,0.00,0.46,-0.66,0.00,1.62,-2.30,1.59,-2.18,0.00,0.06,-0.08,-0.84,1100,1100,1100,1100,1036,1500,1515,11120,802
19538,9,0.07,0.03,-0.01,0.019,-0.065,1.003,-0.45,0.69,0.00,0.00,0.45,-0.69,0.00,1.57,-2.41,1.51,-2.44,0.00,0.06,-0.11,-0.22,1100,1100,1100,1100,1036,1500,1515,11104,802
19550,9,0.03,-0.00,0.07,0.018,-0.066,1.004,-0.45,0.68,0.00,0.00,0.45,-0.68,0.00,1.58,-2.39,1.54,-2.39,0.00,0.06,-0.10,-1.22,1100,1100,1100,1100,1036,1500,1515,11112,802
19562,9,-0.01,0.11,-0.05,0.018,-0.066,1.004,-0.48,0.68,0.00,0.00,0.48,-0.68,0.00,1.66,-2.38,1.67,-2.49,0.00,0.07,-0.12,0.84,1100,1100,1100,1100,1033,1500,1515,11112,802
19574,9,0.01,0.02,-0.01,0.018,-0.066,1.004,-0.50,0.68,0.00,0.00,0.50,-0.68,0.00,1.74,-2.39,1.73,-2.42,0.00,0.07,-0.10,0.01,1100,1100,1100,1100,1033,1500,1515,11100,802
19586,9,0.04,-0.01,0.09,0.018,-0.066,1.005,-0.50,0.69,0.00,0.00,0.50,-0.69,0.00,1.74,-2.41,1.70,-2.40,0.00,0.06,-0.10,-1.94,1100,1100,1100,1100,1036,1500,1515,11100,802
19598,9,0.05,0.05,-0.06,0.018,-0.066,1.005,-0.49,0.69,0.00,0.00,0.49,-0.69,0.00,1.72,-2.41,1.67,-2.46,0.00,0.06,-0.11,0.89,1100,1100,1100,1100,1035,1500,1515,11095,802
19610,9,0.07,0.03,-0.07,0.018,-0.065,1.005,-0.47,0.69,0.00,0.00,0.47,-0.69,0.00,1.63,-2.43,1.56,-2.45,0.00,0.06,-0.10,0.47,1100,1100,1100,1100,1035,1500,1515,11095,802
19622,9,0.08,-0.12,0.12,0.018,-0.066,1.006,-0.45,0.69,0.00,0.00,0.45,-0.69,0.00,1.57,-2.43,1.49,-2.30,0.00,0.05,-0.07,-2.43,1100,1100,1100,1100,1035,1500,1515,11095,802
19634,9,-0.03,-0.13,0.09,0.018,-0.065,1.005,-0.45,0.68,0.00,0.00,0.45,-0.68,0.00,1.59,-2.37,1.61,-2.25,0.00,0.06,-0.07,-0.72,1100,1100,1100,1100,1035,1500,1515,11100,802
19646,9,0.19,-0.48,-0.24,0.020,-0.066,1.004,-0.47,0.70,0.00,0.00,0.47,-0.70,0.00,1.64,-2.46,1.45,-1.98,0.00,0.02,-0.02,5.12,1100,1100,1100,1100,1035,1500,1515,11087,802
19658,9,-0.04,0.41,-0.00,0.015,-0.066,1.007,-0.50,0.68,0.00,0.00,0.50,-0.68,0.00,1.77,-2.38,1.81,-2.79,0.00,0.08,-0.19,-1.41,1100,1100,1100,1100,1035,1500,1515,11079,802
19670,9,-0.04,-0.83,0.33,0.016,-0.063,1.007,-0.45,0.61,0.00,0.00,0.45,-0.61,0.00,1.57,-2.14,1.61,-1.31,0.00,0.08,0.11,-5.86,1100,1100,1100,1100,1035,1500,1515,11066,802
19682,9,0.12,-1.76,-0.12,0.023,-0.067,1.002,-0.47,0.71,0.00,0.00,0.47,-0.71,0.00,1.65,-2.48,1.53,-0.72,0.00,0.04,0.24,3.70,1100,1100,1100,1100,1035,1500,1515,11050,802
19694,9,0.28,0.51,-0.25,0.021,-0.067,1.004,-0.50,0.78,0.00,0.00,0.50,-0.78,0.00,1.75,-2.74,1.47,-3.25,0.00,0.01,-0.25,3.28,1100,1100,1100,1100,1035,1500,1515,11041,802
19706,9,0.46,-0.86,0.59,0.036,-0.060,0.997,-0.39,1.02,0.00,0.00,0.39,-1.02,0.00,1.36,-3.56,0.91,-2.70,0.00,-0.02,0.04,-12.67,1100,1100,1100,1100,1035,1500,1515,11050,802
19718,9,0.57,-0.87,0.20,0.046,-0.060,0.981,-0.29,1.61,0.00,0.00,0.29,-1.61,0.00,1.03,-5.62,0.46,-4.75,0.00,-0.04,-0.21,-2.81,1100,1100,1100,1100,1035,1500,1515,11050,802
19730,9,0.94,1.02,-0.12,0.038,-0.062,0.993,-0.35,1.81,0.00,0.00,0.35,-1.81,0.00,1.24,-6.35,0.30,-7.37,0.00,-0.13,-0.59,2.07,1100,1100,1100,1100,1035,1500,1515,11025,802
19742,9,0.45,-0.81,0.05,0.043,-0.061,0.996,-0.29,1.88,0.00,0.00,0.29,-1.88,0.00,1.00,-6.59,0.55,-5.78,0.00,-0.04,-0.20,-1.41,1100,1100,1100,1100,1035,1500,1515,11012,802
19754,9,0.37,-0.08,-0.06,0.021,-0.053,1.014,-0.20,1.50,0.00,0.00,0.20,-1.50,0.00,0.71,-5.24,0.34,-5.16,0.00,-0.04,-0.19,1.32,1100,1100,1100,1100,1035,1500,1515,10979,802
19766,9,-0.70,-2.88,-0.43,0.014,-0.061,1.011,-0.21,1.00,0.00,0.00,0.21,-1.00,0.00,0.73,-3.49,1.44,-0.61,0.00,0.18,0.49,7.88,1100,1100,1100,1100,1035,1500,1515,10966,802
19778,9,-0.37,-1.43,-0.71,0.021,-0.058,1.006,-0.11,0.83,0.00,0.00,0.11,-0.83,0.00,0.38,-2.90,0.76,-1.47,0.00,0.05,0.18,11.38,1100,1100,1100,1100,1035,1500,1515,10937,802
19790,9,0.21,0.98,-0.12,0.020,-0.060,1.001,-0.11,0.67,0.00,0.00,0.11,-0.67,0.00,0.40,-2.35,0.19,-3.33,0.00,-0.06,-0.25,-1.50,1100,1100,1100,1100,1035,1500,1515,10937,802
19802,9,-1.66,0.42,-2.91,0.023,-0.071,1.003,-0.48,0.65,0.00,0.00,0.48,-0.65,0.00,1.69,-2.29,3.35,-2.71,0.00,0.37,-0.18,17.48,1100,1100,1100,1100,1035,1500,1515,10908,802
19814,9,-0.06,-1.37,0.51,0.044,-0.074,0.970,-0.70,1.18,0.00,0.00,0.70,-1.18,0.00,2.43,-4.12,2.49,-2.75,0.00,0.07,-0.03,-33.63,1100,1100,1100,1100,1035,1500,1515,10941,802
19826,9,1.10,3.31,-0.25,0.031,-0.061,0.998,-0.63,1.51,0.00,0.00,0.63,-1.51,0.00,2.20,-5.28,1.11,-8.59,0.00,-0.18,-1.06,-7.65,1100,1100,1100,1100,1035,1500,1515,10946,802
19838,9,-0.30,1.47,-0.89,0.009,-0.060,1.007,-0.43,0.95,0.00,0.00,0.43,-0.95,0.00,1.51,-3.32,1.82,-4.79,0.00,0.12,-0.18,9.32,1100,1100,1100,1100,1036,1500,1514,10950,802
19850,9,0.56,1.27,-0.40,0.011,-0.047,1.019,-0.04,0.58,0.00,0.00,0.04,-0.58,0.00,0.13,-2.04,-0.43,-3.31,0.00,-0.11,-0.07,-1.26,1100,1100,1100,1100,1036,1500,1514,10962,802
19862,9,-0.40,-0.40,0.87,0.013,-0.048,1.028,0.29,0.41,0.00,0.00,-0.29,-0.41,0.00,-1.02,-1.45,-0.62,-1.05,0.00,0.09,0.30,-18.66,1100,1100,1100,1100,1036,1500,1514,10962,802
19874,9,-0.26,-1.41,0.03,0.009,-0.057,1.022,0.24,0.36,0.00,0.00,-0.24,-0.36,0.00,-0.85,-1.27,-0.59,0.15,0.00,0.04,0.31,4.91,1100,1100,1100,1100,1036,1500,1514,10958,802
19886,9,-0.23,1.57,-2.00,-0.013,-0.058,1.021,0.10,-0.20,0.00,0.00,-0.10,0.20,0.00,-0.35,0.69,-0.12,-0.89,0.00,0.01,-0.28,32.48,1100,1100,1100,1100,1033,1500,1516,10954,802
19898,9,1.60,0.80,1.58,0.021,-0.049,1.023,0.28,-0.13,0.00,0.00,-0.28,0.13,0.00,-0.97,0.46,-2.57,-0.34,0.00,-0.30,0.01,-39.40,1100,1100,1100,1100,1038,1500,1515,10971,802
19910,9,-1.81,-2.98,1.40,0.036,-0.072,1.014,-0.12,0.82,0.00,0.00,0.12,-0.82,0.00,0.41,-2.89,2.23,0.10,0.00,0.40,0.38,-15.52,1100,1100,1100,1100,1038,1500,1515,10979,802
19922,9,0.78,2.30,-2.52,-0.004,-0.057,0.999,-0.14,0.40,0.00,0.00,0.14,-0.40,0.00,0.50,-1.40,-0.28,-3.70,0.00,-0.21,-0.65,49.75,1100,1100,1100,1100,1034,1500,1515,10975,802
19934,9,0.11,-3.02,1.18,0.044,-0.063,1.001,-0.05,0.79,0.00,0.00,0.05,-0.79,0.00,0.18,-2.78,0.08,0.24,0.00,0.05,0.54,-31.61,1100,1100,1100,1100,1034,1500,1515,10987,802
19946,9,-2.59,-2.66,0.78,0.035,-0.079,0.999,-0.60,1.51,0.00,0.00,0.60,-1.51,0.00,2.11,-5.28,4.70,-2.62,0.00,0.58,0.15,-7.42,1100,1100,1100,1100,1034,1500,1515,10979,802
19958,9,1.76,0.84,-0.81,0.024,-0.052,1.000,-0.33,1.12,0.00,0.00,0.33,-1.12,0.00,1.14,-3.91,-0.61,-4.75,0.00,-0.35,-0.37,16.63,1100,1100,1100,1100,1034,1500,1515,11000,802
19970,9,-8.35,-11.00,-10.96,0.048,-0.081,1.003,-0.57,1.52,0.00,0.00,0.57,-1.52,0.00,1.99,-5.31,10.34,5.69,0.00,1.74,1.94,202.48,1100,1100,1100,1100,1034,1500,1515,10987,802
19982,9,-1.45,1.67,-0.77,0.013,-0.074,1.011,-0.92,1.22,0.00,0.00,0.92,-1.22,0.00,3.22,-4.28,4.66,-5.95,0.00,0.09,-0.77,-22.69,1100,1100,1100,1100,1035,1500,1515,10996,802
19994,9,1.60,-0.91,1.85,0.034,-0.061,1.012,-0.59,1.20,0.00,0.00,0.59,-1.20,0.00,2.05,-4.20,0.45,-3.29,0.00,-0.40,-0.15,-48.92,1100,1100,1100,1100,1035,1500,1515,10991,802
20006,9,-0.69,1.63,-1.80,0.015,-0.073,1.004,-0.74,1.15,0.00,0.00,0.74,-1.15,0.00,2.60,-4.01,3.29,-5.64,0.00,0.18,-0.71,29.22,1100,1100,1100,1100,1034,1500,1515,10987,802
20018,9,-1.15,-1.18,0.38,0.010,-0.073,1.030,-0.71,0.66,0.00,0.00,0.71,-0.66,0.00,2.48,-2.30,3.63,-1.12,0.00,0.29,0.26,-18.56,1100,1100,1100,1100,1034,1500,1515,10987,802
20030,9,0.89,1.95,-0.32,-0.020,-0.071,1.025,-0.75,-0.04,0.00,0.00,0.75,0.04,0.00,2.62,0.13,1.73,-1.82,0.00,-0.16,-0.31,1.33,1100,1100,1100,1100,1034,1500,1515,10983,802
20042,9,0.59,-0.93,1.32,0.014,-0.056,1.021,-0.45,-0.10,0.00,0.00,0.45,0.10,0.00,1.58,0.37,0.99,1.29,0.00,-0.05,0.35,-25.60,1100,1100,1100,1100,1034,1500,1515,10979,802
