time_ms,flags,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,angle_roll,angle_pitch,rate_sp_roll,rate_sp_pitch,rate_err_roll,rate_err_pitch,rate_i_roll,rate_i_pitch,rate_i_yaw,pid_roll,pid_pitch,pid_yaw,m1,m2,m3,m4,rc_thr,rc_roll,rc_pitch,battery_mv,loop_us
95904,0,-0.33,0.41,0.72,0.036,-0.071,1.005,0.00,0.00,0.00,4.20,0.33,3.79,-0.00,0.13,-0.01,0.58,1.30,-1.81,1100,1100,1100,1100,1027,1500,1521,11416,771
95916,0,-0.38,-0.56,-0.18,0.050,-0.066,1.002,0.00,0.00,0.00,4.20,0.38,4.76,0.00,0.14,-0.02,0.54,2.93,0.43,1100,1100,1100,1100,1027,1500,1521,11412,771
95928,0,0.27,-0.24,-0.33,0.037,-0.068,1.002,0.00,0.00,0.00,4.20,-0.27,4.44,-0.00,0.15,-0.01,-0.41,2.11,0.81,1100,1100,1100,1100,1027,1500,1521,11412,771
95940,0,-0.17,0.36,0.56,0.040,-0.073,1.000,0.00,0.00,0.00,4.20,0.17,3.84,-0.00,0.16,-0.01,0.35,1.34,-1.41,1100,1100,1100,1100,1027,1500,1521,11412,771
95952,0,-0.22,-0.26,-0.06,0.050,-0.064,1.001,0.00,0.00,0.00,4.20,0.22,4.46,0.00,0.17,-0.02,0.28,2.43,0.13,1100,1100,1100,1100,1027,1500,1521,11395,771
95964,0,0.39,0.10,-1.08,0.042,-0.065,0.998,0.00,0.00,0.00,4.80,-0.39,4.70,-0.00,0.18,0.01,-0.58,1.86,2.72,1100,1100,1100,1100,1024,1500,1524,11378,771
95976,0,-0.18,0.69,0.60,0.039,-0.071,1.001,0.00,0.00,0.00,4.80,0.18,4.11,-0.00,0.19,0.01,0.33,1.02,-1.48,1100,1100,1100,1100,1024,1500,1524,11362,771
95988,0,-0.05,0.66,1.13,0.040,-0.065,1.006,0.00,0.00,0.00,4.20,0.05,3.54,0.00,0.20,-0.03,-0.05,1.22,-2.86,1100,1100,1100,1100,1027,1500,1521,11378,771
96000,0,0.17,1.13,-1.37,0.030,-0.068,1.012,0.00,0.00,0.00,4.20,-0.17,3.07,-0.00,0.21,-0.01,-0.23,0.60,3.42,1100,1100,1100,1100,1027,1500,1521,11362,769
96012,0,-0.44,0.15,-0.51,0.045,-0.071,1.000,0.00,0.00,0.00,4.20,0.44,4.05,-0.00,0.21,0.02,0.78,2.19,1.29,1100,1100,1100,1100,1027,1500,1521,11366,769
96024,0,-0.02,-0.72,1.57,0.056,-0.062,0.987,0.00,0.00,0.00,4.20,0.02,4.92,0.00,0.23,-0.01,-0.09,3.28,-3.94,1100,1100,1100,1100,1027,1500,1521,11358,769
96036,0,0.24,-0.24,-0.39,0.049,-0.074,0.998,0.00,0.00,0.00,4.20,-0.24,4.44,-0.00,0.24,-0.03,-0.36,2.22,0.96,1100,1100,1100,1100,1027,1500,1521,11312,769
96048,0,-0.23,-0.14,-1.41,0.045,-0.071,1.010,0.00,0.00,0.00,4.20,0.23,4.34,-0.00,0.25,0.01,0.46,2.12,3.54,1100,1100,1100,1100,1027,1500,1521,11333,769
96060,0,-0.17,-0.26,0.92,0.048,-0.067,1.010,0.00,0.00,0.00,4.20,0.17,4.46,-0.00,0.26,0.01,0.27,2.26,-2.29,1100,1100,1100,1100,1027,1500,1521,11320,769
96072,0,0.35,0.89,0.85,0.039,-0.072,1.008,0.00,0.00,0.00,4.40,-0.35,3.51,-0.00,0.27,-0.03,-0.52,0.43,-2.16,1100,1100,1100,1100,1026,1500,1522,11283,769
96084,0,0.10,0.81,-1.29,0.032,-0.066,1.015,0.00,0.00,0.00,4.20,-0.10,3.39,-0.00,0.28,-0.01,-0.03,1.12,3.22,1100,1100,1100,1100,1027,1500,1521,11304,769
96096,0,-0.24,0.78,-0.77,0.029,-0.070,1.014,0.00,0.00,0.00,4.20,0.24,3.42,-0.00,0.28,0.03,0.43,1.44,1.96,1100,1100,1100,1100,1027,1500,1521,11266,769
96108,0,0.30,-0.59,1.02,0.049,-0.062,0.993,0.00,0.00,0.00,4.40,-0.30,4.99,-0.00,0.30,0.01,-0.35,3.21,-2.53,1100,1100,1100,1100,1026,1500,1522,11291,769
96120,0,0.17,-0.26,-0.12,0.049,-0.070,1.000,0.00,0.00,0.00,4.40,-0.17,4.66,-0.00,0.31,-0.00,-0.14,2.22,0.31,1100,1100,1100,1100,1026,1500,1522,11291,769
96132,0,-0.46,1.27,-0.74,0.026,-0.075,1.019,0.00,0.00,0.00,4.20,0.46,2.93,-0.00,0.32,0.02,0.70,0.07,1.88,1100,1100,1100,1100,1027,1500,1521,11254,769
96144,0,0.44,1.15,0.48,0.025,-0.069,1.016,0.00,0.00,0.00,4.20,-0.44,3.05,-0.00,0.32,0.01,-0.74,1.11,-1.18,1100,1100,1100,1100,1027,1500,1521,11249,769
96156,0,-0.16,-1.01,0.56,0.042,-0.065,1.003,0.00,0.00,0.00,4.20,0.16,5.21,-0.00,0.33,-0.00,0.35,4.04,-1.40,1100,1100,1100,1100,1027,1500,1521,11258,769
96168,0,-0.28,-1.22,-0.67,0.027,-0.062,1.000,0.00,0.00,0.00,4.20,0.28,5.42,-0.00,0.35,0.01,0.49,3.79,1.69,1100,1100,1100,1100,1027,1500,1521,11220,769
96180,0,-0.04,0.72,-0.24,0.003,-0.058,1.022,0.00,0.00,0.00,4.20,0.04,3.48,-0.00,0.35,0.02,0.07,1.11,0.64,1100,1100,1100,1100,1027,1500,1521,11237,769
96192,0,-0.30,1.69,0.63,-0.001,-0.077,1.033,0.00,0.00,0.00,0.00,0.30,-1.69,-0.00,0.35,0.01,0.49,-1.42,-1.57,1100,1100,1100,1100,1027,1502,1519,11254,769
96204,0,-0.67,1.09,-1.25,-0.007,-0.070,1.036,0.00,0.00,0.00,4.20,0.67,3.11,0.00,0.35,0.02,0.84,1.39,3.13,1100,1100,1100,1100,1027,1500,1521,11258,766
96216,0,0.31,4.09,-0.39,-0.010,-0.068,1.039,0.00,0.00,0.00,4.20,-0.31,0.11,-0.00,0.35,0.05,-0.70,-2.80,1.02,1100,1100,1100,1100,1027,1500,1521,11279,766
96228,0,0.22,0.59,1.03,0.011,-0.074,1.036,0.00,0.00,0.00,4.20,-0.22,3.61,-0.00,0.36,0.03,-0.35,3.11,-2.55,1100,1100,1100,1100,1027,1500,1521,11274,766
96240,0,-0.61,-2.11,-0.47,0.008,-0.068,1.035,0.00,0.00,0.00,4.20,0.61,6.31,0.00,0.37,0.02,0.91,6.36,1.19,1100,1100,1100,1100,1027,1500,1521,11274,766
96252,0,0.93,-0.49,-0.58,0.024,-0.065,1.023,0.00,0.00,0.00,4.20,-0.93,4.69,-0.00,0.38,0.04,-1.39,3.33,1.50,1100,1100,1100,1100,1027,1500,1521,11295,766
96264,0,-0.66,0.07,0.18,0.033,-0.080,1.033,0.00,0.00,0.00,4.20,0.66,4.13,-0.00,0.39,0.04,1.18,1.93,-0.40,1100,1100,1100,1100,1027,1500,1521,11304,766
96276,0,-0.48,2.21,0.29,0.001,-0.072,1.034,0.00,0.00,0.00,4.20,0.48,1.99,0.00,0.40,0.04,0.54,-1.09,-0.69,1100,1100,1100,1100,1027,1500,1521,11308,766
96288,0,0.55,1.38,-0.95,0.020,-0.064,1.031,0.00,0.00,0.00,4.20,-0.55,2.82,-0.00,0.41,0.05,-0.95,1.11,2.41,1100,1100,1100,1100,1027,1500,1521,11299,766
96300,0,-0.67,1.64,-0.48,0.018,-0.068,1.023,0.00,0.00,0.00,4.20,0.67,2.56,0.00,0.41,0.07,1.03,0.62,1.28,1100,1100,1100,1100,1027,1500,1521,11291,770
96312,0,-0.10,-0.63,0.61,0.038,-0.074,1.008,0.00,0.00,0.00,4.20,0.10,4.83,0.00,0.42,0.05,0.01,4.42,-1.48,1100,1100,1100,1100,1027,1499,1521,11295,770
96324,0,0.04,-0.27,-0.18,0.021,-0.072,0.997,0.00,0.00,0.00,4.20,-0.04,4.47,0.00,0.43,0.05,-0.09,3.27,0.50,1100,1100,1100,1100,1027,1500,1521,11308,770
96336,0,-0.19,0.89,-0.37,0.033,-0.076,1.029,0.00,0.00,0.00,4.20,0.19,3.31,0.00,0.44,0.06,0.32,1.55,0.99,1100,1100,1100,1100,1027,1500,1521,11312,770
96348,0,-0.05,-1.65,0.15,0.035,-0.073,1.008,0.00,0.00,0.00,0.00,0.05,1.65,0.00,0.44,0.07,0.08,3.68,-0.31,1100,1100,1100,1100,1027,1501,1520,11308,770
96360,0,0.21,-2.55,0.73,0.071,-0.061,0.993,0.00,0.00,0.00,0.00,-0.21,2.55,-0.00,0.45,0.04,-0.25,4.40,-1.77,1100,1100,1100,1100,1027,1501,1520,11308,770
96372,0,0.03,-0.64,-0.52,0.048,-0.067,0.992,0.00,0.00,0.00,4.40,-0.03,5.04,-0.00,0.46,0.05,0.12,2.32,1.34,1100,1100,1100,1100,1026,1500,1522,11312,770
96384,0,0.06,-0.85,0.08,0.062,-0.050,0.991,0.00,0.00,0.00,0.00,-0.06,0.85,-0.00,0.47,0.06,0.02,1.03,-0.13,1100,1100,1100,1100,1027,1501,1520,11329,770
96396,0,-0.22,-1.73,0.08,0.043,-0.073,0.991,0.00,0.00,0.00,0.00,0.22,1.73,-0.00,0.47,0.06,0.51,1.96,-0.15,1100,1100,1100,1100,1027,1501,1520,11320,766
96408,0,-0.96,-0.93,0.57,0.052,-0.069,0.993,0.00,0.00,0.00,4.20,0.96,5.13,-0.00,0.48,0.05,1.46,2.72,-1.37,1100,1100,1100,1100,1027,1500,1521,11308,766
96420,0,0.18,0.23,-0.32,0.019,-0.080,0.998,0.00,0.00,0.00,4.20,-0.18,3.97,-0.00,0.49,0.06,-0.37,0.64,0.85,1100,1100,1100,1100,1027,1500,1521,11316,766
96432,0,0.22,-0.25,0.27,0.036,-0.069,1.002,0.00,0.00,0.00,4.20,-0.22,4.45,-0.00,0.50,0.06,-0.44,2.18,-0.61,1100,1100,1100,1100,1027,1500,1521,11329,766
96444,0,0.46,-0.17,-0.19,0.025,-0.081,0.993,0.00,0.00,0.00,4.20,-0.46,4.37,-0.00,0.51,0.06,-0.77,1.93,0.54,1100,1100,1100,1100,1027,1500,1521,11312,766
96456,0,0.19,1.77,-0.33,0.026,-0.068,1.034,0.00,0.00,0.00,4.20,-0.19,2.43,-0.00,0.52,0.06,-0.46,-0.05,0.90,1100,1100,1100,1100,1027,1500,1521,11341,766
96468,0,0.34,1.12,-0.14,0.023,-0.081,1.008,0.00,0.00,0.00,4.20,-0.34,3.08,-0.00,0.52,0.07,-0.58,1.83,0.41,1100,1100,1100,1100,1027,1500,1521,11324,766
96480,0,-0.18,-3.33,-0.06,0.061,-0.067,0.989,0.00,0.00,0.00,4.20,0.18,7.53,0.00,0.54,0.06,0.13,8.27,0.22,1100,1100,1100,1100,1027,1500,1521,11312,766
96492,0,0.25,-0.01,0.16,0.030,-0.080,1.000,0.00,0.00,0.00,4.20,-0.25,4.21,0.00,0.55,0.07,-0.56,2.02,-0.34,1100,1100,1100,1100,1027,1500,1521,11308,766
96504,0,-0.04,-0.45,-0.19,0.035,-0.070,1.010,0.00,0.00,0.00,4.20,0.04,4.65,0.00,0.56,0.07,-0.11,2.71,0.55,1100,1100,1100,1100,1027,1500,1521,11316,771
96516,0,-0.34,1.16,0.58,0.030,-0.079,1.017,0.00,0.00,0.00,4.20,0.34,3.04,0.00,0.57,0.06,0.38,0.70,-1.39,1100,1100,1100,1100,1027,1500,1521,11291,771
96528,0,0.93,-1.23,-0.93,0.036,-0.065,1.010,0.00,0.00,0.00,4.20,-0.93,5.43,0.00,0.58,0.08,-1.76,4.58,2.40,1100,1100,1100,1100,1027,1500,1521,11308,771
96540,0,1.23,-2.09,-0.21,0.045,-0.055,1.012,0.00,0.00,0.00,4.20,-1.23,6.29,-0.00,0.59,0.09,-1.79,5.86,0.60,1100,1100,1100,1100,1027,1500,1521,11312,771
96552,0,0.06,1.65,-0.24,0.026,-0.067,1.024,0.00,0.00,0.00,6.80,-0.06,5.15,0.00,0.60,0.09,-0.21,0.75,0.68,1100,1100,1100,1100,1014,1500,1534,11312,771
96564,0,-1.35,-1.00,0.17,0.047,-0.049,0.996,0.00,0.00,0.00,4.20,1.35,5.20,0.00,0.62,0.09,2.09,4.27,-0.33,1100,1100,1100,1100,1027,1500,1521,11324,771
96576,0,-0.55,-4.66,0.26,0.086,-0.080,0.969,0.00,0.00,0.00,4.20,0.55,8.86,0.00,0.63,0.09,0.80,9.02,-0.56,1100,1100,1100,1100,1027,1500,1521,11333,771
96588,0,-1.16,-0.88,-0.52,0.061,-0.060,0.965,0.00,0.00,0.00,4.20,1.16,5.08,0.00,0.65,0.09,1.76,2.00,1.38,1100,1100,1100,1100,1027,1500,1521,11329,771
96600,0,0.60,2.16,-0.06,0.048,-0.076,0.986,0.00,0.00,0.00,4.20,-0.60,2.04,0.00,0.66,0.10,-0.95,-2.37,0.25,1100,1100,1100,1100,1027,1500,1521,11333,769
96612,0,0.05,2.60,0.12,0.042,-0.065,0.991,0.00,0.00,0.00,4.20,-0.05,1.60,0.00,0.66,0.11,-0.35,-1.55,-0.20,1100,1100,1100,1100,1027,1500,1521,11341,769
96624,0,-0.47,-2.48,0.69,0.046,-0.067,0.971,0.00,0.00,0.00,4.20,0.47,6.68,0.00,0.67,0.09,0.85,6.45,-1.64,1100,1100,1100,1100,1028,1500,1521,11316,769
96636,0,0.57,0.82,-0.59,0.040,-0.073,0.999,0.00,0.00,0.00,4.20,-0.57,3.38,0.00,0.68,0.10,-0.98,0.77,1.57,1100,1100,1100,1100,1028,1500,1521,11324,769
96648,0,0.08,-1.30,-0.33,0.040,-0.059,0.988,0.00,0.00,0.00,4.20,-0.08,5.50,0.00,0.70,0.11,-0.15,4.30,0.92,1100,1100,1100,1100,1027,1500,1521,11312,769
96660,0,1.17,1.30,0.01,0.033,-0.061,0.997,0.00,0.00,0.00,4.20,-1.17,2.90,0.00,0.70,0.11,-1.91,0.85,0.08,1100,1100,1100,1100,1027,1500,1521,11308,769
96672,0,-1.25,0.63,0.39,0.024,-0.052,1.006,0.00,0.00,0.00,4.40,1.25,3.77,0.00,0.71,0.10,2.03,1.36,-0.89,1100,1100,1100,1100,1027,1499,1522,11324,769
96684,0,0.56,1.43,-0.09,0.013,-0.073,1.016,0.00,0.00,0.00,4.20,-0.56,2.77,0.00,0.72,0.10,-0.72,1.05,0.32,1100,1100,1100,1100,1027,1500,1521,11308,769
96696,0,0.38,2.12,-0.47,-0.005,-0.062,1.015,0.00,0.00,0.00,4.20,-0.38,2.08,0.00,0.72,0.11,-0.55,0.67,1.28,1100,1100,1100,1100,1027,1500,1521,11329,769
96708,0,-0.43,3.00,-0.50,-0.033,-0.056,1.054,0.00,0.00,0.00,4.20,0.43,1.20,0.00,0.73,0.12,0.92,-0.45,1.36,1100,1100,1100,1100,1027,1500,1521,11333,769
96720,0,0.35,3.77,-0.13,-0.022,-0.076,1.047,0.00,0.00,0.00,4.20,-0.35,0.43,0.00,0.73,0.12,-0.57,-1.40,0.44,1100,1100,1100,1100,1027,1500,1521,11341,769
96732,0,0.07,1.15,-0.35,-0.017,-0.063,1.044,0.00,0.00,0.00,4.20,-0.07,3.05,0.00,0.74,0.13,-0.07,2.99,1.00,1100,1100,1100,1100,1027,1500,1521,11324,769
96744,0,0.65,-1.46,-0.22,0.016,-0.080,1.035,0.00,0.00,0.00,4.20,-0.65,5.66,0.00,0.75,0.14,-0.85,6.48,0.69,1100,1100,1100,1100,1027,1500,1521,11295,769
96756,0,0.33,1.05,0.45,0.027,-0.045,1.036,0.00,0.00,0.00,4.20,-0.33,3.15,0.00,0.76,0.13,-0.37,1.75,-0.99,1100,1100,1100,1100,1027,1500,1521,11308,769
96768,0,0.18,-3.31,-0.29,0.062,-0.046,1.013,0.00,0.00,0.00,4.40,-0.18,7.71,-0.00,0.77,0.13,0.19,8.05,0.86,1100,1100,1100,1100,1027,1499,1522,11308,769
96780,0,0.31,-0.74,-0.43,0.068,-0.053,0.999,0.00,0.00,0.00,4.40,-0.31,5.14,-0.00,0.78,0.14,-0.24,3.37,1.22,1100,1100,1100,1100,1027,1499,1522,11316,769
96792,0,-0.99,-5.70,0.52,0.092,-0.056,0.978,0.00,0.00,0.00,4.20,0.99,9.90,-0.00,0.80,0.13,2.07,10.07,-1.18,1100,1100,1100,1100,1027,1500,1521,11320,769
96804,0,-0.16,0.11,0.53,0.086,-0.078,0.989,0.00,0.00,0.00,4.20,0.16,4.09,-0.00,0.81,0.12,0.40,0.89,-1.20,1100,1100,1100,1100,1027,1500,1521,11312,769
96816,0,-0.07,1.12,-0.17,0.064,-0.070,0.990,0.00,0.00,0.00,4.20,0.07,3.08,-0.00,0.83,0.12,0.06,-0.67,0.56,1100,1100,1100,1100,1027,1500,1521,11308,769
96828,0,0.97,-0.39,-0.51,0.084,-0.076,1.000,0.00,0.00,0.00,4.20,-0.97,4.59,-0.00,0.84,0.13,-1.50,2.32,1.41,1100,1100,1100,1100,1027,1500,1521,11308,769
96840,0,0.64,-2.24,0.73,0.080,-0.071,0.978,0.00,0.00,0.00,4.20,-0.64,6.44,-0.00,0.85,0.11,-1.00,5.08,-1.71,1100,1100,1100,1100,1027,1500,1521,11316,769
96852,0,-1.12,-1.34,0.07,0.059,-0.063,0.991,0.00,0.00,0.00,4.20,1.12,5.54,-0.00,0.86,0.11,1.81,3.50,-0.06,1100,1100,1100,1100,1027,1491,1521,11312,769
96864,0,0.47,0.11,-0.04,0.068,-0.068,0.989,0.00,0.00,0.00,4.20,-0.47,4.09,-0.00,0.87,0.10,-0.70,1.96,0.20,1100,1100,1100,1100,1027,1500,1521,11287,769
96876,0,0.21,1.47,-0.32,0.041,-0.070,0.998,0.00,0.00,0.00,4.20,-0.21,2.73,-0.00,0.88,0.12,-0.26,-0.15,0.93,1100,1100,1100,1100,1027,1500,1521,11308,769
96888,0,0.38,0.13,0.21,0.042,-0.063,1.006,0.00,0.00,0.00,4.20,-0.38,4.07,-0.00,0.89,0.11,-0.52,3.01,-0.41,1100,1100,1100,1100,1027,1500,1521,11324,769
96900,0,-0.16,-1.14,0.66,0.045,-0.060,1.000,0.00,0.00,0.00,4.20,0.16,5.34,-0.00,0.90,0.10,0.21,4.46,-1.54,1100,1100,1100,1100,1027,1500,1521,11329,768
96912,0,-1.53,-1.02,-0.91,0.032,-0.065,0.996,0.00,0.00,0.00,4.20,1.53,5.22,-0.00,0.91,0.11,2.53,3.50,2.39,1100,1100,1100,1100,1027,1500,1521,11312,768
96924,0,0.07,-3.36,0.35,0.053,-0.084,0.973,0.00,0.00,0.00,0.00,-0.07,3.36,-0.00,0.92,0.10,-0.28,5.59,-0.77,1100,1100,1100,1100,1027,1500,1520,11308,768
96936,0,-0.30,3.44,0.43,0.012,-0.063,1.004,0.00,0.00,0.00,0.00,0.30,-3.44,-0.00,0.92,0.10,0.25,-5.21,-0.96,1100,1100,1100,1100,1027,1500,1520,11324,768
96948,0,1.47,2.87,0.06,0.005,-0.069,1.032,0.00,0.00,0.00,4.40,-1.47,1.53,-0.00,0.92,0.09,-2.36,-1.29,-0.07,1100,1100,1100,1100,1026,1500,1522,11333,768
96960,0,1.32,5.31,-0.38,-0.008,-0.063,1.050,0.00,0.00,-37.00,4.40,-38.32,-0.91,-0.03,0.92,0.10,-17.19,-3.55,1.06,1100,1100,1100,1100,1026,1315,1522,11308,768
96972,0,-0.43,-0.86,-0.41,0.015,-0.054,1.035,0.00,0.00,-37.00,5.40,-36.57,6.26,-0.12,0.93,0.11,-14.31,6.95,1.13,1100,1100,1100,1100,1022,1315,1527,11308,768
96984,0,-1.23,0.60,0.50,-0.003,-0.086,1.025,0.00,0.00,0.00,4.20,1.23,3.60,-0.18,0.94,0.10,1.66,3.94,-1.16,1100,1100,1100,1100,1027,1500,1521,11324,768
96996,0,-0.94,4.45,-0.04,-0.021,-0.079,1.050,0.00,0.00,0.00,4.20,0.94,-0.25,-0.18,0.94,0.11,1.06,-1.95,0.21,1100,1100,1100,1100,1027,1500,1521,11324,768
97008,0,1.14,5.68,-0.46,-0.039,-0.074,1.065,0.00,0.00,0.00,4.20,-1.14,-1.48,-0.18,0.94,0.11,-2.13,-3.28,1.26,1100,1100,1100,1100,1027,1500,1521,11316,768
97020,0,1.23,5.64,-0.26,-0.042,-0.079,1.060,0.00,0.00,0.00,4.20,-1.23,-1.44,-0.18,0.94,0.14,-2.57,-2.60,0.78,1100,1100,1100,1100,1027,1500,1521,11291,768
97032,0,0.01,-0.77,-0.28,0.001,-0.060,1.057,0.00,0.00,0.00,4.20,-0.01,4.97,-0.18,0.95,0.14,-0.31,7.42,0.83,1100,1100,1100,1100,1027,1498,1521,11291,768
97044,0,1.61,2.06,0.63,-0.008,-0.073,1.042,0.00,0.00,0.00,0.00,-1.61,-2.06,-0.18,0.95,0.13,-2.91,0.76,-1.46,1100,1100,1100,1100,1027,1501,1520,11304,768
97056,0,-1.14,2.61,-0.54,-0.026,-0.077,1.049,0.00,0.00,0.00,0.00,1.14,-2.61,-0.18,0.95,0.13,1.54,-0.35,1.47,1100,1100,1100,1100,1027,1501,1520,11316,768
97068,0,-0.20,2.25,0.46,-0.020,-0.065,1.058,0.00,0.00,0.00,4.20,0.20,1.95,-0.18,0.94,0.12,0.04,3.07,-1.03,1100,1100,1100,1100,1027,1500,1521,11329,768
97080,0,-0.26,4.88,-0.07,-0.026,-0.084,1.037,0.00,0.00,0.00,4.20,0.26,-0.68,-0.17,0.95,0.13,0.02,-1.73,0.31,1100,1100,1100,1100,1027,1500,1521,11291,768
97092,0,-0.25,-1.59,-1.01,0.020,-0.068,1.025,0.00,0.00,0.00,4.20,0.25,5.79,-0.18,0.95,0.14,0.25,7.93,2.65,1100,1100,1100,1100,1027,1500,1521,11291,768
97104,0,0.96,3.11,-0.01,0.008,-0.096,1.031,0.00,0.00,0.00,4.20,-0.96,1.09,-0.18,0.96,0.16,-1.79,-0.25,0.17,1100,1100,1100,1100,1027,1500,1521,11274,768
97116,0,-0.71,3.41,-0.21,-0.011,-0.088,1.037,0.00,0.00,0.00,4.20,0.71,0.79,-0.17,0.97,0.16,0.58,-1.29,0.69,1100,1100,1100,1100,1027,1500,1521,11295,768
97128,0,0.00,3.92,0.39,-0.023,-0.071,1.062,0.00,0.00,-77.40,4.20,-77.40,0.28,-0.36,0.97,0.16,-31.57,-0.30,-0.82,1100,1100,1100,1100,1027,1113,1521,11299,768
97140,0,-0.55,8.67,-1.08,-0.075,-0.100,1.090,0.00,0.00,-77.40,4.20,-76.85,-4.47,-0.54,0.96,0.18,-31.03,-6.62,2.87,1100,1100,1100,1100,1027,1113,1521,11295,768
97152,0,-2.00,0.79,-0.38,-0.010,-0.090,1.066,0.00,0.00,0.00,4.20,2.00,3.41,-0.54,0.96,0.19,2.56,7.64,1.13,1100,1100,1100,1100,1027,1500,1521,11308,768
97164,0,1.48,6.17,0.98,-0.010,-0.097,1.060,0.00,0.00,0.00,5.40,-1.48,-0.77,-0.54,0.95,0.18,-3.12,-0.67,-2.28,1100,1100,1100,1100,1025,1500,1527,11308,768
97176,0,2.37,-2.07,-0.06,0.028,-0.072,1.048,0.00,0.00,0.00,5.40,-2.37,7.47,-0.55,0.98,0.17,-4.27,9.04,0.31,1100,1100,1100,1100,1025,1500,1527,11279,768
97188,0,1.36,-4.42,0.32,0.088,-0.051,1.034,0.00,0.00,0.00,4.20,-1.36,8.62,-0.55,0.99,0.16,-2.22,10.99,-0.65,1100,1100,1100,1100,1027,1500,1521,11283,768
97200,0,-1.72,1.57,-1.67,0.036,-0.098,1.081,0.00,0.00,0.00,4.20,1.72,2.63,-0.55,1.01,0.19,2.40,-0.52,4.36,1100,1100,1100,1100,1027,1500,1521,11291,788
97212,0,-1.97,-3.73,-0.04,0.094,-0.094,1.026,0.00,0.00,0.00,4.40,1.97,8.13,-0.55,1.01,0.20,2.81,9.41,0.31,1100,1100,1100,1100,1026,1499,1522,11283,788
97224,0,2.17,3.55,0.26,0.057,-0.081,1.034,0.00,0.00,-20.80,4.60,-22.97,1.05,-0.56,1.02,0.20,-12.47,-1.79,-0.44,1100,1100,1100,1100,1028,1396,1523,11283,788
97236,0,-0.60,6.48,0.28,0.013,-0.106,1.069,0.00,0.00,-20.80,4.60,-20.20,-1.88,-0.61,1.03,0.19,-8.15,-6.78,-0.50,1100,1100,1100,1100,1028,1396,1523,11308,788
